time,drug,year,estimate,grade,LBYear1,LBYear2
Last 30 Days,ADHD Stimulant,2010,3.016463109,12th Grade,,
Last 30 Days,ADHD Stimulant,2011,3.342826554,12th Grade,,
Last 30 Days,ADHD Stimulant,2012,3.792830008,12th Grade,,
Last 30 Days,ADHD Stimulant,2013,4.366615071,12th Grade,,
Last 30 Days,ADHD Stimulant,2014,3.780262499,12th Grade,,
Last 30 Days,ADHD Stimulant,2015,3.962488125,12th Grade,,
Last 30 Days,ADHD Stimulant,2016,3.865211318,12th Grade,,
Last 30 Days,ADHD Stimulant,2017,3.430780383,12th Grade,,
Last 30 Days,ADHD Stimulant,2018,3.455472547,12th Grade,,
Last 30 Days,ADHD Stimulant,2019,3.232530512,12th Grade,,
Last 30 Days,ADHD Stimulant,2020,3.073131416,12th Grade,,
Last 30 Days,ADHD Stimulant,2021,3.446243316,12th Grade,,
Last 30 Days,ADHD Stimulant,2022,5.606009318,12th Grade,,
Last 30 Days,ADHD Stimulant,2023,4.721077272,12th Grade,,
Lifetime,Alcohol,1991,70.07941323,8th Grade,1992,
Lifetime,Alcohol,1992,69.33703123,8th Grade,1992,
Lifetime,Alcohol,1993,55.70938355,8th Grade,1992,
Lifetime,Alcohol,1994,55.81160856,8th Grade,1992,
Lifetime,Alcohol,1995,54.53399514,8th Grade,1992,
Lifetime,Alcohol,1996,55.32876006,8th Grade,1992,
Lifetime,Alcohol,1997,53.84642434,8th Grade,1992,
Lifetime,Alcohol,1998,52.4862526,8th Grade,1992,
Lifetime,Alcohol,1999,52.10832751,8th Grade,1992,
Lifetime,Alcohol,2000,51.71413266,8th Grade,1992,
Lifetime,Alcohol,2001,50.52029799,8th Grade,1992,
Lifetime,Alcohol,2002,47.03368401,8th Grade,1992,
Lifetime,Alcohol,2003,45.54829483,8th Grade,1992,
Lifetime,Alcohol,2004,43.91685265,8th Grade,1992,
Lifetime,Alcohol,2005,41.03766423,8th Grade,1992,
Lifetime,Alcohol,2006,40.46430369,8th Grade,1992,
Lifetime,Alcohol,2007,38.87272884,8th Grade,1992,
Lifetime,Alcohol,2008,38.93860782,8th Grade,1992,
Lifetime,Alcohol,2009,36.55660277,8th Grade,1992,
Lifetime,Alcohol,2010,35.77697028,8th Grade,1992,
Lifetime,Alcohol,2011,33.07916136,8th Grade,1992,
Lifetime,Alcohol,2012,29.47500915,8th Grade,1992,
Lifetime,Alcohol,2013,27.79230312,8th Grade,1992,
Lifetime,Alcohol,2014,26.79541633,8th Grade,1992,
Lifetime,Alcohol,2015,26.07290434,8th Grade,1992,
Lifetime,Alcohol,2016,22.75153892,8th Grade,1992,
Lifetime,Alcohol,2017,23.07686184,8th Grade,1992,
Lifetime,Alcohol,2018,23.52346456,8th Grade,1992,
Lifetime,Alcohol,2019,24.50829021,8th Grade,1992,
Lifetime,Alcohol,2020,25.60265538,8th Grade,1992,
Lifetime,Alcohol,2021,21.67475785,8th Grade,1992,
Lifetime,Alcohol,2022,23.0740798,8th Grade,1992,
Lifetime,Alcohol,2023,20.07021139,8th Grade,1992,
Lifetime,Alcohol,1991,83.82253744,10th Grade,1992,
Lifetime,Alcohol,1992,82.26321847,10th Grade,1992,
Lifetime,Alcohol,1993,71.60659323,10th Grade,1992,
Lifetime,Alcohol,1994,71.07041068,10th Grade,1992,
Lifetime,Alcohol,1995,70.52148836,10th Grade,1992,
Lifetime,Alcohol,1996,71.76632451,10th Grade,1992,
Lifetime,Alcohol,1997,72.00588859,10th Grade,1992,
Lifetime,Alcohol,1998,69.82609113,10th Grade,1992,
Lifetime,Alcohol,1999,70.56260809,10th Grade,1992,
Lifetime,Alcohol,2000,71.43345048,10th Grade,1992,
Lifetime,Alcohol,2001,70.09811832,10th Grade,1992,
Lifetime,Alcohol,2002,66.9239847,10th Grade,1992,
Lifetime,Alcohol,2003,66.02334068,10th Grade,1992,
Lifetime,Alcohol,2004,64.21124613,10th Grade,1992,
Lifetime,Alcohol,2005,63.18614632,10th Grade,1992,
Lifetime,Alcohol,2006,61.52034414,10th Grade,1992,
Lifetime,Alcohol,2007,61.72564165,10th Grade,1992,
Lifetime,Alcohol,2008,58.33314631,10th Grade,1992,
Lifetime,Alcohol,2009,59.05418038,10th Grade,1992,
Lifetime,Alcohol,2010,58.17664258,10th Grade,1992,
Lifetime,Alcohol,2011,55.95907242,10th Grade,1992,
Lifetime,Alcohol,2012,53.97550073,10th Grade,1992,
Lifetime,Alcohol,2013,52.13471563,10th Grade,1992,
Lifetime,Alcohol,2014,49.30164641,10th Grade,1992,
Lifetime,Alcohol,2015,47.12799821,10th Grade,1992,
Lifetime,Alcohol,2016,43.42844395,10th Grade,1992,
Lifetime,Alcohol,2017,42.21779823,10th Grade,1992,
Lifetime,Alcohol,2018,43.01748418,10th Grade,1992,
Lifetime,Alcohol,2019,43.09075218,10th Grade,1992,
Lifetime,Alcohol,2020,46.36002086,10th Grade,1992,
Lifetime,Alcohol,2021,34.72269927,10th Grade,1992,
Lifetime,Alcohol,2022,41.13434141,10th Grade,1992,
Lifetime,Alcohol,2023,35.79791908,10th Grade,1992,
Lifetime,Alcohol,1976,91.88922131,12th Grade,1992,
Lifetime,Alcohol,1977,92.49791021,12th Grade,1992,
Lifetime,Alcohol,1978,93.06208593,12th Grade,1992,
Lifetime,Alcohol,1979,92.96766118,12th Grade,1992,
Lifetime,Alcohol,1980,93.19244301,12th Grade,1992,
Lifetime,Alcohol,1981,92.59258825,12th Grade,1992,
Lifetime,Alcohol,1982,92.83848299,12th Grade,1992,
Lifetime,Alcohol,1983,92.59733053,12th Grade,1992,
Lifetime,Alcohol,1984,92.60370811,12th Grade,1992,
Lifetime,Alcohol,1985,92.1549808,12th Grade,1992,
Lifetime,Alcohol,1986,91.32254604,12th Grade,1992,
Lifetime,Alcohol,1987,92.20547312,12th Grade,1992,
Lifetime,Alcohol,1988,92.04186055,12th Grade,1992,
Lifetime,Alcohol,1989,90.66237261,12th Grade,1992,
Lifetime,Alcohol,1990,89.48751145,12th Grade,1992,
Lifetime,Alcohol,1991,88.02641747,12th Grade,1992,
Lifetime,Alcohol,1992,87.52864034,12th Grade,1992,
Lifetime,Alcohol,1993,80.03038683,12th Grade,1992,
Lifetime,Alcohol,1994,80.44582501,12th Grade,1992,
Lifetime,Alcohol,1995,80.66150256,12th Grade,1992,
Lifetime,Alcohol,1996,79.17839953,12th Grade,1992,
Lifetime,Alcohol,1997,81.7155909,12th Grade,1992,
Lifetime,Alcohol,1998,81.41422378,12th Grade,1992,
Lifetime,Alcohol,1999,80.02693433,12th Grade,1992,
Lifetime,Alcohol,2000,80.26309257,12th Grade,1992,
Lifetime,Alcohol,2001,79.65728952,12th Grade,1992,
Lifetime,Alcohol,2002,78.38020354,12th Grade,1992,
Lifetime,Alcohol,2003,76.56489478,12th Grade,1992,
Lifetime,Alcohol,2004,76.75809556,12th Grade,1992,
Lifetime,Alcohol,2005,75.09588243,12th Grade,1992,
Lifetime,Alcohol,2006,72.6645246,12th Grade,1992,
Lifetime,Alcohol,2007,72.151949,12th Grade,1992,
Lifetime,Alcohol,2008,71.94665639,12th Grade,1992,
Lifetime,Alcohol,2009,72.33578278,12th Grade,1992,
Lifetime,Alcohol,2010,70.99371147,12th Grade,1992,
Lifetime,Alcohol,2011,69.96214979,12th Grade,1992,
Lifetime,Alcohol,2012,69.38373596,12th Grade,1992,
Lifetime,Alcohol,2013,68.22734195,12th Grade,1992,
Lifetime,Alcohol,2014,65.9787304,12th Grade,1992,
Lifetime,Alcohol,2015,63.97584189,12th Grade,1992,
Lifetime,Alcohol,2016,61.17520449,12th Grade,1992,
Lifetime,Alcohol,2017,61.50331407,12th Grade,1992,
Lifetime,Alcohol,2018,58.50723417,12th Grade,1992,
Lifetime,Alcohol,2019,58.50635871,12th Grade,1992,
Lifetime,Alcohol,2020,61.51446106,12th Grade,1992,
Lifetime,Alcohol,2021,54.12865032,12th Grade,1992,
Lifetime,Alcohol,2022,61.64410462,12th Grade,1992,
Lifetime,Alcohol,2023,52.77394292,12th Grade,1992,
Last 12 Months,Alcohol,1991,53.96308894,8th Grade,1992,
Last 12 Months,Alcohol,1992,53.69119132,8th Grade,1992,
Last 12 Months,Alcohol,1993,45.44464668,8th Grade,1992,
Last 12 Months,Alcohol,1994,46.81811412,8th Grade,1992,
Last 12 Months,Alcohol,1995,45.25615428,8th Grade,1992,
Last 12 Months,Alcohol,1996,46.50629965,8th Grade,1992,
Last 12 Months,Alcohol,1997,45.46216334,8th Grade,1992,
Last 12 Months,Alcohol,1998,43.69826994,8th Grade,1992,
Last 12 Months,Alcohol,1999,43.53109962,8th Grade,1992,
Last 12 Months,Alcohol,2000,43.12173727,8th Grade,1992,
Last 12 Months,Alcohol,2001,41.92145925,8th Grade,1992,
Last 12 Months,Alcohol,2002,38.73462248,8th Grade,1992,
Last 12 Months,Alcohol,2003,37.16706558,8th Grade,1992,
Last 12 Months,Alcohol,2004,36.65952997,8th Grade,1992,
Last 12 Months,Alcohol,2005,33.93812224,8th Grade,1992,
Last 12 Months,Alcohol,2006,33.59031772,8th Grade,1992,
Last 12 Months,Alcohol,2007,31.80292136,8th Grade,1992,
Last 12 Months,Alcohol,2008,32.14940638,8th Grade,1992,
Last 12 Months,Alcohol,2009,30.31811715,8th Grade,1992,
Last 12 Months,Alcohol,2010,29.26696208,8th Grade,1992,
Last 12 Months,Alcohol,2011,26.89962258,8th Grade,1992,
Last 12 Months,Alcohol,2012,23.59524801,8th Grade,1992,
Last 12 Months,Alcohol,2013,22.11828309,8th Grade,1992,
Last 12 Months,Alcohol,2014,20.79447514,8th Grade,1992,
Last 12 Months,Alcohol,2015,21.04262902,8th Grade,1992,
Last 12 Months,Alcohol,2016,17.61824531,8th Grade,1992,
Last 12 Months,Alcohol,2017,18.18695104,8th Grade,1992,
Last 12 Months,Alcohol,2018,18.65502731,8th Grade,1992,
Last 12 Months,Alcohol,2019,19.31434237,8th Grade,1992,
Last 12 Months,Alcohol,2020,20.46370868,8th Grade,1992,
Last 12 Months,Alcohol,2021,17.23086845,8th Grade,1992,
Last 12 Months,Alcohol,2022,15.23481407,8th Grade,1992,
Last 12 Months,Alcohol,2023,15.12078382,8th Grade,1992,
Last 12 Months,Alcohol,1991,72.27561685,10th Grade,1992,
Last 12 Months,Alcohol,1992,70.22116317,10th Grade,1992,
Last 12 Months,Alcohol,1993,63.36573846,10th Grade,1992,
Last 12 Months,Alcohol,1994,63.92469828,10th Grade,1992,
Last 12 Months,Alcohol,1995,63.52921177,10th Grade,1992,
Last 12 Months,Alcohol,1996,64.99948916,10th Grade,1992,
Last 12 Months,Alcohol,1997,65.17892303,10th Grade,1992,
Last 12 Months,Alcohol,1998,62.6676155,10th Grade,1992,
Last 12 Months,Alcohol,1999,63.66963372,10th Grade,1992,
Last 12 Months,Alcohol,2000,65.27800189,10th Grade,1992,
Last 12 Months,Alcohol,2001,63.52690199,10th Grade,1992,
Last 12 Months,Alcohol,2002,60.00056332,10th Grade,1992,
Last 12 Months,Alcohol,2003,59.33724832,10th Grade,1992,
Last 12 Months,Alcohol,2004,58.23973929,10th Grade,1992,
Last 12 Months,Alcohol,2005,56.7256656,10th Grade,1992,
Last 12 Months,Alcohol,2006,55.81777082,10th Grade,1992,
Last 12 Months,Alcohol,2007,56.25799038,10th Grade,1992,
Last 12 Months,Alcohol,2008,52.49703758,10th Grade,1992,
Last 12 Months,Alcohol,2009,52.84854578,10th Grade,1992,
Last 12 Months,Alcohol,2010,52.08829934,10th Grade,1992,
Last 12 Months,Alcohol,2011,49.77569217,10th Grade,1992,
Last 12 Months,Alcohol,2012,48.53214357,10th Grade,1992,
Last 12 Months,Alcohol,2013,47.10987106,10th Grade,1992,
Last 12 Months,Alcohol,2014,43.99002907,10th Grade,1992,
Last 12 Months,Alcohol,2015,41.87812026,10th Grade,1992,
Last 12 Months,Alcohol,2016,38.3340264,10th Grade,1992,
Last 12 Months,Alcohol,2017,37.73398217,10th Grade,1992,
Last 12 Months,Alcohol,2018,37.79356011,10th Grade,1992,
Last 12 Months,Alcohol,2019,37.68113706,10th Grade,1992,
Last 12 Months,Alcohol,2020,40.65908884,10th Grade,1992,
Last 12 Months,Alcohol,2021,28.49576162,10th Grade,1992,
Last 12 Months,Alcohol,2022,31.33591895,10th Grade,1992,
Last 12 Months,Alcohol,2023,30.61963769,10th Grade,1992,
Last 12 Months,Alcohol,1976,85.73753781,12th Grade,1992,
Last 12 Months,Alcohol,1977,87.03184772,12th Grade,1992,
Last 12 Months,Alcohol,1978,87.6961035,12th Grade,1992,
Last 12 Months,Alcohol,1979,88.07838361,12th Grade,1992,
Last 12 Months,Alcohol,1980,87.86284286,12th Grade,1992,
Last 12 Months,Alcohol,1981,86.98516943,12th Grade,1992,
Last 12 Months,Alcohol,1982,86.84536672,12th Grade,1992,
Last 12 Months,Alcohol,1983,87.2510895,12th Grade,1992,
Last 12 Months,Alcohol,1984,85.98505243,12th Grade,1992,
Last 12 Months,Alcohol,1985,85.57035983,12th Grade,1992,
Last 12 Months,Alcohol,1986,84.45856305,12th Grade,1992,
Last 12 Months,Alcohol,1987,85.67044961,12th Grade,1992,
Last 12 Months,Alcohol,1988,85.3252035,12th Grade,1992,
Last 12 Months,Alcohol,1989,82.6775649,12th Grade,1992,
Last 12 Months,Alcohol,1990,80.64973103,12th Grade,1992,
Last 12 Months,Alcohol,1991,77.7487521,12th Grade,1992,
Last 12 Months,Alcohol,1992,76.76629475,12th Grade,1992,
Last 12 Months,Alcohol,1993,72.66878907,12th Grade,1992,
Last 12 Months,Alcohol,1994,73.01607772,12th Grade,1992,
Last 12 Months,Alcohol,1995,73.6508032,12th Grade,1992,
Last 12 Months,Alcohol,1996,72.48814213,12th Grade,1992,
Last 12 Months,Alcohol,1997,74.7627186,12th Grade,1992,
Last 12 Months,Alcohol,1998,74.27624702,12th Grade,1992,
Last 12 Months,Alcohol,1999,73.76174899,12th Grade,1992,
Last 12 Months,Alcohol,2000,73.20615464,12th Grade,1992,
Last 12 Months,Alcohol,2001,73.30358681,12th Grade,1992,
Last 12 Months,Alcohol,2002,71.51113245,12th Grade,1992,
Last 12 Months,Alcohol,2003,70.11347241,12th Grade,1992,
Last 12 Months,Alcohol,2004,70.61380054,12th Grade,1992,
Last 12 Months,Alcohol,2005,68.56753079,12th Grade,1992,
Last 12 Months,Alcohol,2006,66.48623399,12th Grade,1992,
Last 12 Months,Alcohol,2007,66.38528643,12th Grade,1992,
Last 12 Months,Alcohol,2008,65.47571306,12th Grade,1992,
Last 12 Months,Alcohol,2009,66.17829318,12th Grade,1992,
Last 12 Months,Alcohol,2010,65.20379573,12th Grade,1992,
Last 12 Months,Alcohol,2011,63.48656286,12th Grade,1992,
Last 12 Months,Alcohol,2012,63.49035667,12th Grade,1992,
Last 12 Months,Alcohol,2013,61.96715966,12th Grade,1992,
Last 12 Months,Alcohol,2014,60.17530827,12th Grade,1992,
Last 12 Months,Alcohol,2015,58.18871643,12th Grade,1992,
Last 12 Months,Alcohol,2016,55.56992303,12th Grade,1992,
Last 12 Months,Alcohol,2017,55.74297414,12th Grade,1992,
Last 12 Months,Alcohol,2018,53.3280549,12th Grade,1992,
Last 12 Months,Alcohol,2019,52.08009642,12th Grade,1992,
Last 12 Months,Alcohol,2020,55.32384185,12th Grade,1992,
Last 12 Months,Alcohol,2021,46.47616757,12th Grade,1992,
Last 12 Months,Alcohol,2022,51.88364122,12th Grade,1992,
Last 12 Months,Alcohol,2023,45.74186896,12th Grade,1992,
Last 30 Days,Alcohol,1991,25.07032599,8th Grade,1992,
Last 30 Days,Alcohol,1992,26.05135207,8th Grade,1992,
Last 30 Days,Alcohol,1993,24.31931474,8th Grade,1992,
Last 30 Days,Alcohol,1994,25.5406088,8th Grade,1992,
Last 30 Days,Alcohol,1995,24.58557921,8th Grade,1992,
Last 30 Days,Alcohol,1996,26.24490085,8th Grade,1992,
Last 30 Days,Alcohol,1997,24.53315554,8th Grade,1992,
Last 30 Days,Alcohol,1998,23.0175846,8th Grade,1992,
Last 30 Days,Alcohol,1999,24.02952846,8th Grade,1992,
Last 30 Days,Alcohol,2000,22.36027116,8th Grade,1992,
Last 30 Days,Alcohol,2001,21.48318651,8th Grade,1992,
Last 30 Days,Alcohol,2002,19.60430508,8th Grade,1992,
Last 30 Days,Alcohol,2003,19.73672225,8th Grade,1992,
Last 30 Days,Alcohol,2004,18.57285626,8th Grade,1992,
Last 30 Days,Alcohol,2005,17.11530608,8th Grade,1992,
Last 30 Days,Alcohol,2006,17.18829154,8th Grade,1992,
Last 30 Days,Alcohol,2007,15.85599513,8th Grade,1992,
Last 30 Days,Alcohol,2008,15.90932962,8th Grade,1992,
Last 30 Days,Alcohol,2009,14.91828754,8th Grade,1992,
Last 30 Days,Alcohol,2010,13.75966016,8th Grade,1992,
Last 30 Days,Alcohol,2011,12.67781288,8th Grade,1992,
Last 30 Days,Alcohol,2012,11.0129272,8th Grade,1992,
Last 30 Days,Alcohol,2013,10.23941216,8th Grade,1992,
Last 30 Days,Alcohol,2014,8.979711045,8th Grade,1992,
Last 30 Days,Alcohol,2015,9.664305184,8th Grade,1992,
Last 30 Days,Alcohol,2016,7.26614902,8th Grade,1992,
Last 30 Days,Alcohol,2017,7.982444292,8th Grade,1992,
Last 30 Days,Alcohol,2018,8.165336733,8th Grade,1992,
Last 30 Days,Alcohol,2019,7.94154817,8th Grade,1992,
Last 30 Days,Alcohol,2020,9.886650618,8th Grade,1992,
Last 30 Days,Alcohol,2021,7.330222932,8th Grade,1992,
Last 30 Days,Alcohol,2022,6.034076935,8th Grade,1992,
Last 30 Days,Alcohol,2023,5.886824517,8th Grade,1992,
Last 30 Days,Alcohol,1991,42.83366844,10th Grade,1992,
Last 30 Days,Alcohol,1992,39.90768384,10th Grade,1992,
Last 30 Days,Alcohol,1993,38.1945972,10th Grade,1992,
Last 30 Days,Alcohol,1994,39.21319779,10th Grade,1992,
Last 30 Days,Alcohol,1995,38.78922667,10th Grade,1992,
Last 30 Days,Alcohol,1996,40.41654922,10th Grade,1992,
Last 30 Days,Alcohol,1997,40.13771736,10th Grade,1992,
Last 30 Days,Alcohol,1998,38.78049187,10th Grade,1992,
Last 30 Days,Alcohol,1999,40.01851863,10th Grade,1992,
Last 30 Days,Alcohol,2000,40.95143855,10th Grade,1992,
Last 30 Days,Alcohol,2001,38.95892916,10th Grade,1992,
Last 30 Days,Alcohol,2002,35.39308835,10th Grade,1992,
Last 30 Days,Alcohol,2003,35.36559175,10th Grade,1992,
Last 30 Days,Alcohol,2004,35.21612273,10th Grade,1992,
Last 30 Days,Alcohol,2005,33.22460399,10th Grade,1992,
Last 30 Days,Alcohol,2006,33.82488904,10th Grade,1992,
Last 30 Days,Alcohol,2007,33.42789892,10th Grade,1992,
Last 30 Days,Alcohol,2008,28.77236187,10th Grade,1992,
Last 30 Days,Alcohol,2009,30.37659151,10th Grade,1992,
Last 30 Days,Alcohol,2010,28.92287532,10th Grade,1992,
Last 30 Days,Alcohol,2011,27.17079079,10th Grade,1992,
Last 30 Days,Alcohol,2012,27.55029568,10th Grade,1992,
Last 30 Days,Alcohol,2013,25.65678339,10th Grade,1992,
Last 30 Days,Alcohol,2014,23.50481383,10th Grade,1992,
Last 30 Days,Alcohol,2015,21.50407352,10th Grade,1992,
Last 30 Days,Alcohol,2016,19.91935313,10th Grade,1992,
Last 30 Days,Alcohol,2017,19.68402831,10th Grade,1992,
Last 30 Days,Alcohol,2018,18.61935358,10th Grade,1992,
Last 30 Days,Alcohol,2019,18.39304153,10th Grade,1992,
Last 30 Days,Alcohol,2020,20.28680649,10th Grade,1992,
Last 30 Days,Alcohol,2021,13.05835045,10th Grade,1992,
Last 30 Days,Alcohol,2022,13.57123171,10th Grade,1992,
Last 30 Days,Alcohol,2023,13.67398776,10th Grade,1992,
Last 30 Days,Alcohol,1976,68.27534901,12th Grade,1992,
Last 30 Days,Alcohol,1977,71.21402475,12th Grade,1992,
Last 30 Days,Alcohol,1978,72.11951888,12th Grade,1992,
Last 30 Days,Alcohol,1979,71.82408223,12th Grade,1992,
Last 30 Days,Alcohol,1980,71.98107884,12th Grade,1992,
Last 30 Days,Alcohol,1981,70.67937103,12th Grade,1992,
Last 30 Days,Alcohol,1982,69.74402902,12th Grade,1992,
Last 30 Days,Alcohol,1983,69.38153599,12th Grade,1992,
Last 30 Days,Alcohol,1984,67.16609848,12th Grade,1992,
Last 30 Days,Alcohol,1985,65.94301461,12th Grade,1992,
Last 30 Days,Alcohol,1986,65.2503275,12th Grade,1992,
Last 30 Days,Alcohol,1987,66.39259608,12th Grade,1992,
Last 30 Days,Alcohol,1988,63.93646927,12th Grade,1992,
Last 30 Days,Alcohol,1989,60.03550669,12th Grade,1992,
Last 30 Days,Alcohol,1990,57.08945079,12th Grade,1992,
Last 30 Days,Alcohol,1991,53.9875414,12th Grade,1992,
Last 30 Days,Alcohol,1992,51.25411352,12th Grade,1992,
Last 30 Days,Alcohol,1993,48.64974298,12th Grade,1992,
Last 30 Days,Alcohol,1994,50.1118297,12th Grade,1992,
Last 30 Days,Alcohol,1995,51.29471463,12th Grade,1992,
Last 30 Days,Alcohol,1996,50.8217134,12th Grade,1992,
Last 30 Days,Alcohol,1997,52.67193591,12th Grade,1992,
Last 30 Days,Alcohol,1998,52.01228379,12th Grade,1992,
Last 30 Days,Alcohol,1999,51.00419541,12th Grade,1992,
Last 30 Days,Alcohol,2000,50.01125417,12th Grade,1992,
Last 30 Days,Alcohol,2001,49.76200014,12th Grade,1992,
Last 30 Days,Alcohol,2002,48.56896707,12th Grade,1992,
Last 30 Days,Alcohol,2003,47.52733811,12th Grade,1992,
Last 30 Days,Alcohol,2004,48.01341012,12th Grade,1992,
Last 30 Days,Alcohol,2005,46.9830694,12th Grade,1992,
Last 30 Days,Alcohol,2006,45.27108032,12th Grade,1992,
Last 30 Days,Alcohol,2007,44.40183457,12th Grade,1992,
Last 30 Days,Alcohol,2008,43.13192618,12th Grade,1992,
Last 30 Days,Alcohol,2009,43.45059552,12th Grade,1992,
Last 30 Days,Alcohol,2010,41.19852086,12th Grade,1992,
Last 30 Days,Alcohol,2011,40.0017496,12th Grade,1992,
Last 30 Days,Alcohol,2012,41.52698438,12th Grade,1992,
Last 30 Days,Alcohol,2013,39.1877231,12th Grade,1992,
Last 30 Days,Alcohol,2014,37.40592144,12th Grade,1992,
Last 30 Days,Alcohol,2015,35.34569587,12th Grade,1992,
Last 30 Days,Alcohol,2016,33.24055916,12th Grade,1992,
Last 30 Days,Alcohol,2017,33.18349196,12th Grade,1992,
Last 30 Days,Alcohol,2018,30.18584563,12th Grade,1992,
Last 30 Days,Alcohol,2019,29.30538793,12th Grade,1992,
Last 30 Days,Alcohol,2020,33.56476503,12th Grade,1992,
Last 30 Days,Alcohol,2021,25.84885991,12th Grade,1992,
Last 30 Days,Alcohol,2022,28.39502316,12th Grade,1992,
Last 30 Days,Alcohol,2023,24.28041822,12th Grade,1992,
Daily,Alcohol,1991,0.54769597,8th Grade,1992,
Daily,Alcohol,1992,0.619182123,8th Grade,1992,
Daily,Alcohol,1993,0.975820565,8th Grade,1992,
Daily,Alcohol,1994,0.982695104,8th Grade,1992,
Daily,Alcohol,1995,0.735231679,8th Grade,1992,
Daily,Alcohol,1996,1.015699584,8th Grade,1992,
Daily,Alcohol,1997,0.751937483,8th Grade,1992,
Daily,Alcohol,1998,0.851500716,8th Grade,1992,
Daily,Alcohol,1999,1.026889872,8th Grade,1992,
Daily,Alcohol,2000,0.767247734,8th Grade,1992,
Daily,Alcohol,2001,0.866160153,8th Grade,1992,
Daily,Alcohol,2002,0.666793699,8th Grade,1992,
Daily,Alcohol,2003,0.774763989,8th Grade,1992,
Daily,Alcohol,2004,0.600445761,8th Grade,1992,
Daily,Alcohol,2005,0.45189204,8th Grade,1992,
Daily,Alcohol,2006,0.4770727,8th Grade,1992,
Daily,Alcohol,2007,0.552307459,8th Grade,1992,
Daily,Alcohol,2008,0.715021666,8th Grade,1992,
Daily,Alcohol,2009,0.485500695,8th Grade,1992,
Daily,Alcohol,2010,0.511858765,8th Grade,1992,
Daily,Alcohol,2011,0.391316554,8th Grade,1992,
Daily,Alcohol,2012,0.348788009,8th Grade,1992,
Daily,Alcohol,2013,0.271403605,8th Grade,1992,
Daily,Alcohol,2014,0.31139576,8th Grade,1992,
Daily,Alcohol,2015,0.20150902,8th Grade,1992,
Daily,Alcohol,2016,0.178308935,8th Grade,1992,
Daily,Alcohol,2017,0.164893178,8th Grade,1992,
Daily,Alcohol,2018,0.131491786,8th Grade,1992,
Daily,Alcohol,2019,0.229777506,8th Grade,1992,
Daily,Alcohol,2020,0.423629838,8th Grade,1992,
Daily,Alcohol,2021,0.274568085,8th Grade,1992,
