time,drug,year,age_19_20,age_21_22,age_23_24,age_25_26,age_27_28,age_29_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_18
12 Month,Ritalin,2022,0.37005,0.53898,0.49734,0.24549,3.48182,2.78682,.,.,.,.,.,.,.,1.109045471
12 Month,Ritalin,2023,0.88123,0.24251,1.7469,1.3299,1.32333,1.06487,.,.,.,.,.,.,.,0.583995914
12 Month,Sedatives (Barbiturates),1976,.,.,.,.,.,.,.,.,.,.,.,.,.,9.637373928
12 Month,Sedatives (Barbiturates),1977,.,.,.,.,.,.,.,.,.,.,.,.,.,9.299115809
12 Month,Sedatives (Barbiturates),1978,6.32211,.,.,.,.,.,.,.,.,.,.,.,.,8.128327385
12 Month,Sedatives (Barbiturates),1979,6.92681,.,.,.,.,.,.,.,.,.,.,.,.,7.461229098
12 Month,Sedatives (Barbiturates),1980,4.71264,5.60739,.,.,.,.,.,.,.,.,.,.,.,6.771918985
12 Month,Sedatives (Barbiturates),1981,5.13271,5.7851,.,.,.,.,.,.,.,.,.,.,.,6.576362604
12 Month,Sedatives (Barbiturates),1982,4.50515,4.16636,4.09074,.,.,.,.,.,.,.,.,.,.,5.523043434
12 Month,Sedatives (Barbiturates),1983,3.73556,3.43384,3.7798,.,.,.,.,.,.,.,.,.,.,5.166088754
12 Month,Sedatives (Barbiturates),1984,3.3886,2.5016,2.71734,3.1632,.,.,.,.,.,.,.,.,.,4.931281854
12 Month,Sedatives (Barbiturates),1985,2.22057,2.27152,3.09356,3.48781,.,.,.,.,.,.,.,.,.,4.6191536
12 Month,Sedatives (Barbiturates),1986,2.48013,2.70722,2.31988,1.90955,2.21748,.,.,.,.,.,.,.,.,4.244737864
12 Month,Sedatives (Barbiturates),1987,1.99964,2.7194,1.55005,2.16759,2.40245,.,.,.,.,.,.,.,.,3.604207852
12 Month,Sedatives (Barbiturates),1988,1.96917,1.98997,2.16593,1.53095,1.27981,1.96084,.,.,.,.,.,.,.,3.185486885
12 Month,Sedatives (Barbiturates),1989,1.50211,1.88289,1.86234,1.37233,1.88485,1.44284,.,.,.,.,.,.,.,3.283504757
12 Month,Sedatives (Barbiturates),1990,1.76064,1.9182,2.40068,2.23565,1.77367,1.68145,.,.,.,.,.,.,.,3.432093382
12 Month,Sedatives (Barbiturates),1991,1.7774,1.27273,2.15607,2.54095,1.34432,1.8864,.,.,.,.,.,.,.,3.354448584
12 Month,Sedatives (Barbiturates),1992,1.72984,1.72875,1.88229,1.53388,1.39755,2.03886,.,.,.,.,.,.,.,2.765208228
12 Month,Sedatives (Barbiturates),1993,1.90953,1.78679,1.67571,2.14186,2.24153,1.0631,.,.,.,.,.,.,.,3.374450754
12 Month,Sedatives (Barbiturates),1994,2.81347,2.28987,1.73737,1.33605,1.71866,1.35203,1.7214,.,.,.,.,.,.,4.06833678
12 Month,Sedatives (Barbiturates),1995,3.29053,2.80787,1.46769,1.30846,1.47037,1.70634,1.59179,.,.,.,.,.,.,4.668449568
12 Month,Sedatives (Barbiturates),1996,3.67901,2.47295,2.39072,1.04297,1.95953,1.46898,1.61642,.,.,.,.,.,.,4.948435622
12 Month,Sedatives (Barbiturates),1997,4.13401,3.55264,1.67292,1.50811,1.31781,1.90129,1.40263,.,.,.,.,.,.,5.106871859
12 Month,Sedatives (Barbiturates),1998,3.3804,2.97185,2.5387,1.58386,1.82576,1.07685,0.99393,0.92899,.,.,.,.,.,5.54976666
12 Month,Sedatives (Barbiturates),1999,5.03382,2.61926,3.02738,2.0289,0.96728,1.18821,1.54349,1.46317,.,.,.,.,.,5.847859121
12 Month,Sedatives (Barbiturates),2000,4.56117,3.45416,3.75939,2.60953,1.58485,1.05716,0.74448,1.68693,.,.,.,.,.,6.206674896
12 Month,Sedatives (Barbiturates),2001,5.3512,4.84126,4.04749,2.6346,2.24731,1.31792,1.77738,1.39887,.,.,.,.,.,5.729113176
12 Month,Sedatives (Barbiturates),2002,5.60904,3.80884,4.07135,2.71239,2.8114,2.0318,1.9238,1.05124,.,.,.,.,.,6.714464654
12 Month,Sedatives (Barbiturates),2003,5.27927,4.56018,3.90275,2.62377,3.365,1.49635,1.23759,0.75441,0.89636,.,.,.,.,6.01608779
12 Month,Sedatives (Barbiturates),2004,5.82542,4.30066,4.89903,3.32404,2.58695,2.37688,1.22657,1.05148,0.99558,.,.,.,.,6.52260824
12 Month,Sedatives (Barbiturates),2005,4.97938,5.22907,3.76049,4.14305,2.69265,4.62895,1.59815,1.23257,1.47129,.,.,.,.,7.17330852
12 Month,Sedatives (Barbiturates),2006,4.32692,5.19533,4.80357,3.15879,2.67137,3.82661,0.94507,1.43714,1.39432,.,.,.,.,6.586734409
12 Month,Sedatives (Barbiturates),2007,4.49161,4.20806,4.44236,4.24417,4.3256,3.59442,3.64667,2.74017,2.6888,.,.,.,.,6.228556078
12 Month,Sedatives (Barbiturates),2008,5.73775,5.18044,5.09568,4.76964,3.9242,3.10769,3.9057,3.27201,3.1738,3.00403,.,.,.,5.819158863
12 Month,Sedatives (Barbiturates),2009,3.81606,5.86195,2.68568,4.59577,2.99133,2.79382,3.11608,3.36583,2.77239,3.19546,.,.,.,5.23978398
12 Month,Sedatives (Barbiturates),2010,3.01705,3.71731,3.65831,2.65012,4.54013,2.60894,3.24324,1.87208,2.97512,2.96063,.,.,.,4.842006874
12 Month,Sedatives (Barbiturates),2011,3.17401,2.99325,3.69627,4.39552,2.74842,2.79799,4.56162,1.92039,1.9811,2.91761,.,.,.,4.301091777
12 Month,Sedatives (Barbiturates),2012,2.52376,3.0595,2.75173,2.17354,3.63113,2.92496,2.72007,3.02592,2.48987,2.4414,.,.,.,4.500842675
12 Month,Sedatives (Barbiturates),2013,2.97361,3.9967,3.39439,4.52875,2.66324,2.75187,2.57951,3.23392,2.96288,1.70064,2.11762,.,.,4.79372098
12 Month,Sedatives (Barbiturates),2014,3.92482,4.55471,3.07177,2.7672,3.67862,3.01268,3.81826,2.83107,2.46094,2.29097,1.6709,.,.,4.269793682
12 Month,Sedatives (Barbiturates),2015,2.73992,3.88432,2.9769,2.56302,2.85998,2.22035,2.26923,2.2042,3.0195,3.41773,2.5428,.,.,3.637885958
12 Month,Sedatives (Barbiturates),2016,2.3523,3.30537,2.58726,2.54083,2.85593,3.05462,1.9906,2.01096,2.00591,1.56606,2.37452,.,.,3.022518759
12 Month,Sedatives (Barbiturates),2017,2.05776,2.31883,2.48081,2.92366,2.67441,2.4437,2.90412,2.02024,2.72827,2.00622,1.73761,.,.,2.949870345
12 Month,Sedatives (Barbiturates),2018,1.99373,3.3147,3.21048,2.95651,2.95129,2.44985,2.96686,1.95595,1.86156,3.2514,1.7433,1.81127,.,2.651449053
12 Month,Sedatives (Barbiturates),2019,1.54537,2.23857,2.41917,1.77796,2.76063,1.73023,1.84522,1.86604,1.33855,2.41052,2.97838,1.93954,.,2.479432285
12 Month,Sedatives (Barbiturates),2020,1.78112,0.89967,2.07572,2.35457,1.71728,2.02172,3.36169,1.66441,1.93682,1.73872,2.01775,1.98023,.,2.43392802
12 Month,Sedatives (Barbiturates),2021,1.36184,1.62276,1.46614,1.37545,1.35064,1.58951,1.3976,1.30574,3.12031,2.33161,2.2214,2.70644,.,1.806303576
12 Month,Sedatives (Barbiturates),2022,2.89266,1.20878,1.34431,1.3505,1.13846,1.26673,2.3612,2.99053,1.77455,1.66879,3.00753,2.83881,.,2.028135323
12 Month,Sedatives (Barbiturates),2023,0.74864,0.6495,0.74181,1.41652,1.13387,0.85371,2.57568,1.65217,1.48517,2.14492,3.38107,2.41533,2.14382,1.46773518
12 Month,Small Cigars,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,23.06178908
12 Month,Small Cigars,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,19.48145238
12 Month,Small Cigars,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,19.87121776
12 Month,Small Cigars,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,20.40981063
12 Month,Small Cigars,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,18.89127997
12 Month,Small Cigars,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,15.90400826
12 Month,Small Cigars,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,15.64203337
12 Month,Small Cigars,2017,.,.,.,.,.,.,.,.,.,.,.,.,.,13.26437323
12 Month,Small Cigars,2018,.,.,.,.,.,.,.,.,.,.,.,.,.,9.168706505
12 Month,Small Cigars,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,7.78306087
12 Month,Small Cigars,2020,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Small Cigars,2021,.,.,.,.,.,.,.,.,.,.,.,.,.,3.36436007
12 Month,Small Cigars,2022,.,.,.,.,.,.,.,.,.,.,.,.,.,5.648510125
12 Month,Small Cigars,2023,10.4498,4.67586,10.431,7.18323,16.0729,13.5723,7.9204,10.7743,5.49222,5.10823,6.20434,5.64681,3.88901,4.365487549
12 Month,Smokeless Tobacco,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2017,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2018,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2020,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2021,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2022,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Smokeless Tobacco,2023,0.57858,2.38022,6.72401,2.73532,4.61875,1.38539,5.48921,4.70846,4.22806,4.48456,3.81679,4.06109,2.507,.
12 Month,Snus,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Snus,2011,6.68018,11.0489,5.75017,3.26081,6.39286,3.70321,.,.,.,.,.,.,.,7.85959236
12 Month,Snus,2012,6.26882,6.3502,5.2802,5.53087,7.60564,4.05017,.,.,.,.,.,.,.,7.862427975
12 Month,Snus,2013,8.99793,4.9515,4.56929,3.60793,1.59556,7.95689,.,.,.,.,.,.,.,7.704405885
12 Month,Snus,2014,7.43044,5.0829,4.66154,2.71201,5.86658,5.44424,.,.,.,.,.,.,.,5.806551217
12 Month,Snus,2015,9.48174,4.6912,2.52487,5.29237,5.00089,2.54685,.,.,.,.,.,.,.,5.770992011
12 Month,Snus,2016,2.22049,5.0934,4.91993,4.80334,4.08007,4.77432,.,.,.,.,.,.,.,5.837993929
12 Month,Snus,2017,5.6554,4.5448,5.56326,3.34157,3.94772,2.33827,.,.,.,.,.,.,.,4.192006125
12 Month,Snus,2018,2.73281,2.3652,4.87014,3.98687,3.48097,3.72549,.,.,.,.,.,.,.,4.749771672
12 Month,Snus,2019,4.27017,0.1579,6.06387,4.11083,3.42397,3.46636,.,.,.,.,.,.,.,2.680110642
12 Month,Snus,2020,6.15025,5.556,0.95047,9.37889,4.46404,2.562,.,.,.,.,.,.,.,.
12 Month,Snus,2021,3.33398,4.4398,1.99314,4.28235,2.58576,1.80694,.,.,.,.,.,.,.,2.554182282
12 Month,Snus,2022,1.18475,0,7.44651,0.86399,2.16282,3.97259,.,.,.,.,.,.,.,2.370614507
12 Month,Snus,2023,0.46471,3.4441,3.93481,0.96486,0.51961,1.53545,.,.,.,.,.,.,.,1.821548776
12 Month,Tobacco Using a Hookah,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,17.14716057
12 Month,Tobacco Using a Hookah,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,18.53609253
12 Month,Tobacco Using a Hookah,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,18.25951696
12 Month,Tobacco Using a Hookah,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,21.37488007
12 Month,Tobacco Using a Hookah,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,22.91414625
12 Month,Tobacco Using a Hookah,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,19.84371514
12 Month,Tobacco Using a Hookah,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,12.98972507
12 Month,Tobacco Using a Hookah,2017,.,.,.,.,.,.,.,.,.,.,.,.,.,10.06417875
12 Month,Tobacco Using a Hookah,2018,.,.,.,.,.,.,.,.,.,.,.,.,.,7.81494434
12 Month,Tobacco Using a Hookah,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,5.62896358
12 Month,Tobacco Using a Hookah,2020,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Tobacco Using a Hookah,2021,.,.,.,.,.,.,.,.,.,.,.,.,.,2.105100012
12 Month,Tobacco Using a Hookah,2022,.,.,.,.,.,.,.,.,.,.,.,.,.,3.316040603
12 Month,Tobacco Using a Hookah,2023,3.62012,4.60317,8.02425,11.9848,9.20831,7.67686,3.45425,4.62694,3.03674,1.03776,2.18052,2.41085,1.4027,2.713874542
12 Month,Tranquilizers,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,10.25243169
12 Month,Tranquilizers,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,10.77648961
12 Month,Tranquilizers,1978,9.32163,.,.,.,.,.,.,.,.,.,.,.,.,9.891461784
12 Month,Tranquilizers,1979,9.7186,.,.,.,.,.,.,.,.,.,.,.,.,9.634587922
12 Month,Tranquilizers,1980,8.90477,8.73415,.,.,.,.,.,.,.,.,.,.,.,8.733176498
12 Month,Tranquilizers,1981,7.64715,7.16562,.,.,.,.,.,.,.,.,.,.,.,7.952604768
12 Month,Tranquilizers,1982,5.63079,7.09618,8.41442,.,.,.,.,.,.,.,.,.,.,7.008224369
12 Month,Tranquilizers,1983,5.25572,6.05578,6.41423,.,.,.,.,.,.,.,.,.,.,6.913536964
12 Month,Tranquilizers,1984,5.30625,5.44819,5.79408,6.64548,.,.,.,.,.,.,.,.,.,6.149293694
12 Month,Tranquilizers,1985,4.5398,4.77978,6.22444,6.86406,.,.,.,.,.,.,.,.,.,6.084873865
12 Month,Tranquilizers,1986,4.28654,5.47495,5.11206,5.59129,6.45986,.,.,.,.,.,.,.,.,5.826490629
12 Month,Tranquilizers,1987,4.19539,5.38545,4.23029,5.85445,6.06159,.,.,.,.,.,.,.,.,5.54611246
12 Month,Tranquilizers,1988,3.49791,4.43219,4.09857,3.96978,4.96108,4.37542,.,.,.,.,.,.,.,4.790728823
12 Month,Tranquilizers,1989,3.40783,3.50488,3.98953,2.93808,4.9451,3.95734,.,.,.,.,.,.,.,3.750686511
12 Month,Tranquilizers,1990,2.95291,3.67219,4.06973,4.80748,3.17838,4.32013,.,.,.,.,.,.,.,3.537239541
12 Month,Tranquilizers,1991,2.65871,3.19404,3.95951,4.02406,3.70692,4.27158,.,.,.,.,.,.,.,3.63390561
12 Month,Tranquilizers,1992,2.29349,3.83744,3.47753,4.59572,3.293,3.52313,.,.,.,.,.,.,.,2.848197082
12 Month,Tranquilizers,1993,2.20303,2.99974,3.09435,3.75694,3.62468,2.55188,.,.,.,.,.,.,.,3.491584021
12 Month,Tranquilizers,1994,2.06051,3.13929,2.85423,3.32683,3.69151,2.88162,2.98223,.,.,.,.,.,.,3.729143992
12 Month,Tranquilizers,1995,3.5923,3.39004,3.17185,2.86145,3.4601,3.63741,3.51499,.,.,.,.,.,.,4.414858523
12 Month,Tranquilizers,1996,3.73562,4.05236,3.04421,2.21658,3.24719,3.01667,3.49557,.,.,.,.,.,.,4.558511208
12 Month,Tranquilizers,1997,4.7133,3.53304,2.74675,1.78458,2.17429,3.9053,3.08777,.,.,.,.,.,.,4.690381169
12 Month,Tranquilizers,1998,3.82997,4.41421,4.07921,3.44483,3.08317,2.88434,1.84586,2.77899,.,.,.,.,.,5.471367976
