time,drug,year,age_19_20,age_21_22,age_23_24,age_25_26,age_27_28,age_29_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_18
12 Month,Adderall,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Adderall,2009,8.1714,7.278,4.1807,4.5137,4.1546,2.85797,.,.,.,.,.,.,.,5.417969548
12 Month,Adderall,2010,6.9148,8.4765,6.2831,6.3019,4.1398,3.25797,.,.,.,.,.,.,.,6.527956415
12 Month,Adderall,2011,8.279,9.473,5.5754,4.5711,4.3884,2.13606,.,.,.,.,.,.,.,6.536678341
12 Month,Adderall,2012,7.5451,7.8582,7.7787,5.9065,5.7652,3.83716,.,.,.,.,.,.,.,7.638230362
12 Month,Adderall,2013,9.7506,8.9413,5.8391,5.172,4.7741,3.09766,.,.,.,.,.,.,.,7.374118726
12 Month,Adderall,2014,11.1199,7.0767,6.8813,7.3803,6.3369,4.52144,.,.,.,.,.,.,.,6.770617237
12 Month,Adderall,2015,9.4262,10.7349,8.0303,6.6777,3.4602,3.54366,.,.,.,.,.,.,.,7.479196681
12 Month,Adderall,2016,7.6938,9.3593,5.5696,6.8351,5.4714,5.97623,.,.,.,.,.,.,.,6.152536983
12 Month,Adderall,2017,4.8566,12.8295,11.1878,7.38,7.5559,5.47262,.,.,.,.,.,.,.,5.542634119
12 Month,Adderall,2018,6.9692,10.2933,12.9187,7.8064,5.4466,6.40393,.,.,.,.,.,.,.,4.587083345
12 Month,Adderall,2019,2.9077,9.0547,6.8885,7.3776,5.0708,4.63202,.,.,.,.,.,.,.,3.852081919
12 Month,Adderall,2020,5.1488,7.5639,7.3387,10.0416,5.6163,6.21666,.,.,.,.,.,.,.,4.358920428
12 Month,Adderall,2021,4.1596,8.4092,5.2638,8.3753,7.696,6.24646,.,.,.,.,.,.,.,1.761527656
12 Month,Adderall,2022,3.3457,3.9914,8.3598,9.8434,12.2545,6.51707,.,.,.,.,.,.,.,3.429547804
12 Month,Adderall,2023,1.7,1.7504,4.68,2.7485,5.7463,4.10328,.,.,.,.,.,.,.,1.729980183
12 Month,Alcohol,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,85.73753781
12 Month,Alcohol,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,87.03184772
12 Month,Alcohol,1978,90.4034,.,.,.,.,.,.,.,.,.,.,.,.,87.6961035
12 Month,Alcohol,1979,90.5444,.,.,.,.,.,.,.,.,.,.,.,.,88.07838361
12 Month,Alcohol,1980,89.1695,90.6925,.,.,.,.,.,.,.,.,.,.,.,87.86284286
12 Month,Alcohol,1981,91.1335,91.7794,.,.,.,.,.,.,.,.,.,.,.,86.98516943
12 Month,Alcohol,1982,89.4657,91.5164,90.7797,.,.,.,.,.,.,.,.,.,.,86.84536672
12 Month,Alcohol,1983,89.0589,92.4385,91.3599,.,.,.,.,.,.,.,.,.,.,87.2510895
12 Month,Alcohol,1984,89.4508,90.0716,90.4063,89.1794,.,.,.,.,.,.,.,.,.,85.98505243
12 Month,Alcohol,1985,89.3316,90.4138,92.0173,90.2667,.,.,.,.,.,.,.,.,.,85.57035983
12 Month,Alcohol,1986,88.153,90.5044,88.9737,88.6056,88.763,.,.,.,.,.,.,.,.,84.45856305
12 Month,Alcohol,1987,88.5495,91.3819,90.5038,90.3822,87.7325,.,.,.,.,.,.,.,.,85.67044961
12 Month,Alcohol,1988,87.2675,89.1927,89.6399,90.313,87.4962,88.4494,.,.,.,.,.,.,.,85.3252035
12 Month,Alcohol,1989,87.3377,89.6824,89.2665,88.4093,87.9823,86.1459,.,.,.,.,.,.,.,82.6775649
12 Month,Alcohol,1990,86.0133,89.8368,87.8257,87.9086,87.015,87.0938,.,.,.,.,.,.,.,80.64973103
12 Month,Alcohol,1991,85.2165,88.7809,88.376,88.3698,86.2569,85.541,.,.,.,.,.,.,.,77.7487521
12 Month,Alcohol,1992,82.8786,88.0478,89.0978,86.3743,85.7419,85.356,.,.,.,.,.,.,.,76.76629475
12 Month,Alcohol,1993,80.4482,85.5442,87.0405,88.4278,86.3228,83.9024,.,.,.,.,.,.,.,72.66878907
12 Month,Alcohol,1994,79.0894,85.1645,86.3979,86.0294,83.4935,82.9924,83.3942,.,.,.,.,.,.,73.01607772
12 Month,Alcohol,1995,78.4631,85.1444,87.2229,85.8922,86.3288,84.0388,82.2813,.,.,.,.,.,.,73.6508032
12 Month,Alcohol,1996,79.9565,83.7923,86.1736,85.5299,85.4887,83.5869,84.276,.,.,.,.,.,.,72.48814213
12 Month,Alcohol,1997,79.3533,84.0741,84.9841,86.0237,85.1895,83.7595,83.3826,.,.,.,.,.,.,74.7627186
12 Month,Alcohol,1998,80.1989,85.482,84.8631,84.6083,85.81,83.6345,82.6657,77.4415,.,.,.,.,.,74.27624702
12 Month,Alcohol,1999,80.3873,84.7097,84.4602,84.4099,83.8127,83.6948,82.1549,80.4809,.,.,.,.,.,73.76174899
12 Month,Alcohol,2000,78.1601,85.4701,86.4365,83.9051,83.0366,84.2058,81.5462,79.7333,.,.,.,.,.,73.20615464
12 Month,Alcohol,2001,78.2457,86.9265,85.746,85.7095,83.376,83.7661,82.5244,81.493,.,.,.,.,.,73.30358681
12 Month,Alcohol,2002,78.2056,84.7741,87.5485,87.4517,83.9381,84.4389,85.2368,80.9425,.,.,.,.,.,71.51113245
12 Month,Alcohol,2003,75.7695,84.0832,87.2914,85.2794,82.3489,82.7381,82.7525,81.3381,79.1308,.,.,.,.,70.11347241
12 Month,Alcohol,2004,76.9185,85.7147,85.8209,86.4113,85.2841,82.91,85.4247,80.8326,79.7016,.,.,.,.,70.61380054
12 Month,Alcohol,2005,77.337,84.7268,86.48,84.947,84.6648,83.8622,85.5528,82.2382,79.4793,.,.,.,.,68.56753079
12 Month,Alcohol,2006,77.7866,83.5946,87.5994,84.6927,85.8022,83.7656,83.184,79.7594,82.7681,.,.,.,.,66.48623399
12 Month,Alcohol,2007,73.4017,87.1548,87.8968,84.7724,84.3491,84.3483,84.6158,85.1798,80.7043,.,.,.,.,66.38528643
12 Month,Alcohol,2008,73.8117,87.4937,85.9152,84.6029,84.5284,87.674,84.2504,82.1024,80.0604,79.0951,.,.,.,65.47571306
12 Month,Alcohol,2009,71.8612,84.71,87.5956,88.6084,86.884,83.5415,83.5022,85.6633,82.6623,80.3738,.,.,.,66.17829318
12 Month,Alcohol,2010,67.6085,82.254,88.5747,85.2585,84.5455,85.6582,84.7984,86.1632,82.1765,79.874,.,.,.,65.20379573
12 Month,Alcohol,2011,72.1181,81.0154,87.7212,89.9056,87.067,84.7108,88.9797,84.1277,80.0762,81.4917,.,.,.,63.48656286
12 Month,Alcohol,2012,69.9571,80.365,84.2418,88.5691,86.009,82.4855,85.7261,83.4383,84.203,80.2141,.,.,.,63.49035667
12 Month,Alcohol,2013,67.3481,82.7888,83.7534,87.1577,87.4112,86.0708,86.1822,84.2959,81.1964,79.1919,76.8663,.,.,61.96715966
12 Month,Alcohol,2014,65.8893,82.3878,83.6797,84.4635,89.3963,85.8779,88.2221,83.6278,83.9246,84.326,78.066,.,.,60.17530827
12 Month,Alcohol,2015,69.2958,83.234,84.641,83.6418,84.7771,86.1996,85.6701,81.0338,84.2674,81.4559,78.2463,.,.,58.18871643
12 Month,Alcohol,2016,66.5851,86.3439,84.9177,82.9712,82.7274,89.4582,85.6916,85.6151,81.9521,81.5859,79.6142,.,.,55.56992303
12 Month,Alcohol,2017,65.1869,83.4591,86.9373,82.3692,84.6403,84.5375,86.9273,82.1782,84.565,82.6304,81.9243,.,.,55.74297414
12 Month,Alcohol,2018,63.3142,83.2186,88.6458,86.3667,84.5427,84.4883,87.2943,84.2426,85.2268,79.4821,80.1337,77.2197,.,53.3280549
12 Month,Alcohol,2019,63.5398,81.8634,85.3,85.5412,85.1182,83.5969,88.0411,85.7685,80.0654,83.8631,81.5998,78.1579,.,52.08009642
12 Month,Alcohol,2020,63.0985,81.9246,84.3438,88.0088,85.8583,84.9137,88.4413,84.2109,85.998,83.5063,80.1879,78.1286,.,55.32384185
12 Month,Alcohol,2021,66.5675,80.5997,84.7591,86.6378,87.9403,84.1183,86.8718,84.8647,83.6209,79.2156,79.2237,79.0239,.,46.47616757
12 Month,Alcohol,2022,62.4004,82.4576,84.4803,86.4514,85.893,87.3664,85.3801,87.1188,84.3112,82.5632,83.8552,80.2603,.,51.88364122
12 Month,Alcohol,2023,65.3652,82.3985,86.1281,85.2451,88.7498,87.5646,85.565,85.434,82.9958,82.0209,79.4926,77.7636,74.1209,45.74186896
12 Month,Amphetamines,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,15.75850547
12 Month,Amphetamines,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,16.26894852
12 Month,Amphetamines,1978,17.6558,.,.,.,.,.,.,.,.,.,.,.,.,17.09519737
12 Month,Amphetamines,1979,21.4663,.,.,.,.,.,.,.,.,.,.,.,.,18.27263613
12 Month,Amphetamines,1980,24.1096,25.0912,.,.,.,.,.,.,.,.,.,.,.,20.78090582
12 Month,Amphetamines,1981,26.2563,26.7202,.,.,.,.,.,.,.,.,.,.,.,26.04299369
12 Month,Amphetamines,1982,23.9359,22.5241,21.4361,.,.,.,.,.,.,.,.,.,.,20.40045538
12 Month,Amphetamines,1983,20.3021,20.2275,18.6472,.,.,.,.,.,.,.,.,.,.,18.30580995
12 Month,Amphetamines,1984,15.7077,17.4098,14.4878,14.6036,.,.,.,.,.,.,.,.,.,17.6915974
12 Month,Amphetamines,1985,15.1471,13.3019,14.3436,12.8955,.,.,.,.,.,.,.,.,.,15.78234925
12 Month,Amphetamines,1986,11.1072,12.7065,11.5628,8.7569,8.65674,.,.,.,.,.,.,.,.,13.40245183
12 Month,Amphetamines,1987,9.3615,9.9767,8.2644,8.3411,8.00313,.,.,.,.,.,.,.,.,12.1728182
12 Month,Amphetamines,1988,9.0023,8.0415,7.3622,6.5477,5.01321,5.54869,.,.,.,.,.,.,.,10.89082337
12 Month,Amphetamines,1989,7.0961,7.2182,5.3656,5.4694,4.65668,5.05248,.,.,.,.,.,.,.,10.83886775
12 Month,Amphetamines,1990,6.6688,5.6042,5.2163,3.9597,4.36774,2.86879,.,.,.,.,.,.,.,9.071248024
12 Month,Amphetamines,1991,4.9956,5.0832,3.909,3.4973,4.04868,3.17178,.,.,.,.,.,.,.,8.205768836
12 Month,Amphetamines,1992,6.1657,4.3282,4.1072,3.0538,3.85382,3.30776,.,.,.,.,.,.,.,7.13956436
12 Month,Amphetamines,1993,5.4845,4.9759,3.8753,3.2136,2.87582,2.59465,.,.,.,.,.,.,.,8.447414025
12 Month,Amphetamines,1994,6.0441,5.9024,4.7321,4.5176,3.00118,2.64713,2.47893,.,.,.,.,.,.,9.390194013
12 Month,Amphetamines,1995,7.433,5.8096,3.1956,3.5123,2.8293,2.48828,1.97419,.,.,.,.,.,.,9.316293522
12 Month,Amphetamines,1996,7.0694,5.0633,4.4394,2.7824,2.48927,2.82071,1.88458,.,.,.,.,.,.,9.481380451
12 Month,Amphetamines,1997,6.0276,7.2225,3.7039,3.2292,2.09644,2.9294,1.81871,.,.,.,.,.,.,10.19686418
12 Month,Amphetamines,1998,7.165,4.8374,5.0356,3.4473,2.5616,2.03407,1.65331,1.60795,.,.,.,.,.,10.14746991
12 Month,Amphetamines,1999,7.8671,5.1176,4.5566,3.4335,2.49133,2.57301,1.77494,1.3676,.,.,.,.,.,10.17606408
12 Month,Amphetamines,2000,9.1541,5.7622,4.4678,4.3282,2.66196,1.45553,1.5494,1.47442,.,.,.,.,.,10.48035904
12 Month,Amphetamines,2001,8.4632,7.764,5.5623,3.7187,3.35318,1.76578,1.93145,1.05577,.,.,.,.,.,10.89791637
12 Month,Amphetamines,2002,8.2157,6.8207,6.0362,4.5398,4.3639,2.18484,1.45821,1.40061,.,.,.,.,.,11.1209229
12 Month,Amphetamines,2003,8.1895,7.7487,5.7492,3.4671,3.63589,2.72514,2.62787,1.05783,1.46964,.,.,.,.,9.849813078
12 Month,Amphetamines,2004,8.6904,6.6713,6.958,4.8687,3.99571,2.5292,1.88054,1.14461,1.06823,.,.,.,.,9.962184117
12 Month,Amphetamines,2005,6.4539,6.9009,5.4058,3.936,2.52117,3.01306,1.32437,0.79837,0.47529,.,.,.,.,8.571696259
12 Month,Amphetamines,2006,6.1606,8.2449,6.2695,4.7261,3.50321,3.27961,1.33898,1.47473,1.43094,.,.,.,.,8.081574523
12 Month,Amphetamines,2007,6.719,7.5782,6.551,5.106,3.83208,2.50302,1.31195,0.84445,1.18957,.,.,.,.,7.457291943
12 Month,Amphetamines,2008,6.1203,6.5019,5.8854,3.7934,4.74752,2.64386,0.72877,1.27623,0.86848,0.5706,.,.,.,6.765740523
12 Month,Amphetamines,2009,6.2833,7.9849,5.0943,5.4057,3.8639,2.90501,1.68548,1.4501,0.86772,1.0513,.,.,.,6.607051806
12 Month,Amphetamines,2010,8.5311,8.6689,7.5572,6.3068,3.97777,3.01016,1.37958,1.00331,0.59158,0.72723,.,.,.,7.377777502
12 Month,Amphetamines,2011,9.2672,8.8122,8.817,4.8278,4.58204,3.81588,1.51508,0.44269,1.26484,1.3022,.,.,.,8.181568353
12 Month,Amphetamines,2012,9.1338,9.0335,7.9699,6.5767,5.60095,4.77247,1.89766,1.15308,0.92545,0.40023,.,.,.,7.90955783
12 Month,Amphetamines,2013,9.1632,10.8509,7.3831,6.4264,5.08354,4.74558,2.17208,1.94894,1.26687,0.88267,0.68229,.,.,9.20853419
12 Month,Amphetamines,2014,11.1594,9.1952,6.6941,7.9288,6.6009,5.39499,2.877,1.29059,1.07618,0.97453,0.18278,.,.,8.125522533
12 Month,Amphetamines,2015,8.8087,10.101,7.9042,6.9996,4.90118,4.96307,3.67985,1.96939,1.0653,1.02359,0.32175,.,.,7.704188242
12 Month,Amphetamines,2016,7.8843,10.8925,7.3634,6.0407,5.15378,4.9371,3.57608,2.96761,0.88505,1.23101,0.74446,.,.,6.689383752
12 Month,Amphetamines,2017,6.0266,9.7241,9.2406,8.0028,7.26125,5.06087,3.71667,1.90358,1.95393,0.61686,0.79106,.,.,5.895187953
12 Month,Amphetamines,2018,4.6463,8.5332,11.3522,7.9372,6.74095,7.43238,3.00524,1.77182,1.34942,2.39146,1.1594,0.66403,.,5.493082786
12 Month,Amphetamines,2019,4.3393,7.6431,6.9779,6.7996,6.03949,5.75483,4.90968,2.64118,1.91119,1.39845,1.33445,0.70388,.,4.453751797
12 Month,Amphetamines,2020,5.8573,6.6398,7.1843,7.2951,6.38119,4.3403,3.73858,2.79966,2.3042,0.80161,1.00453,0.56719,.,4.253300159
12 Month,Amphetamines,2021,4.4094,5.7801,6.1733,6.8616,4.88733,5.01072,3.20498,3.31233,2.10603,2.20918,0.65513,0.64881,.,2.32176323
12 Month,Amphetamines,2022,2.3238,4.2102,4.9435,6.1175,6.86933,6.0021,4.97464,3.16891,2.05008,2.4494,0.71199,0.75394,.,2.800756683
12 Month,Amphetamines,2023,3.0652,4.3243,3.7526,3.5731,6.19522,5.44721,3.99246,2.11264,2.55248,1.76128,1.70104,0.72374,0.37989,2.1054572
12 Month,Any Drug Other Than Cannabis,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,25.3649353
12 Month,Any Drug Other Than Cannabis,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,26.02666728
12 Month,Any Drug Other Than Cannabis,1978,27.6556,.,.,.,.,.,.,.,.,.,.,.,.,27.09060659
12 Month,Any Drug Other Than Cannabis,1979,29.3469,.,.,.,.,.,.,.,.,.,.,.,.,28.22843048
12 Month,Any Drug Other Than Cannabis,1980,33.1808,35.42,.,.,.,.,.,.,.,.,.,.,.,30.37626143
12 Month,Any Drug Other Than Cannabis,1981,34.1053,36.0014,.,.,.,.,.,.,.,.,.,.,.,33.95061521
12 Month,Any Drug Other Than Cannabis,1982,32.2342,33.7765,34.881,.,.,.,.,.,.,.,.,.,.,30.1
12 Month,Any Drug Other Than Cannabis,1983,29.3829,33.2695,32.8173,.,.,.,.,.,.,.,.,.,.,28.4
12 Month,Any Drug Other Than Cannabis,1984,27.5026,31.6007,29.2715,30.1226,.,.,.,.,.,.,.,.,.,27.98186912
12 Month,Any Drug Other Than Cannabis,1985,28.3297,29.3785,33,30.0217,.,.,.,.,.,.,.,.,.,27.3845467
12 Month,Any Drug Other Than Cannabis,1986,24.8809,28.8638,29.8249,25.591,26.588,.,.,.,.,.,.,.,.,25.87591336
12 Month,Any Drug Other Than Cannabis,1987,22.7713,25.9395,23.1073,25.4029,23.1129,.,.,.,.,.,.,.,.,24.14300874
12 Month,Any Drug Other Than Cannabis,1988,20.3929,22.6018,21.0584,21.0931,20.7415,18.9128,.,.,.,.,.,.,.,21.0572946
12 Month,Any Drug Other Than Cannabis,1989,16.9619,19.9339,19.4345,17.4421,18.4714,16.2222,.,.,.,.,.,.,.,19.98129238
12 Month,Any Drug Other Than Cannabis,1990,15.9498,16.7612,17.509,17.0127,15.6309,11.4645,.,.,.,.,.,.,.,17.87334868
12 Month,Any Drug Other Than Cannabis,1991,13.9798,14.3479,14.7015,14.9729,13.8333,11.2859,.,.,.,.,.,.,.,16.1548444
12 Month,Any Drug Other Than Cannabis,1992,13.8741,14.7436,14.6327,13.6483,13.9421,10.554,.,.,.,.,.,.,.,14.87513154
12 Month,Any Drug Other Than Cannabis,1993,13.441,13.4312,12.3913,13.2613,11.8678,8.6628,.,.,.,.,.,.,.,17.06160181
12 Month,Any Drug Other Than Cannabis,1994,15.4051,14.7153,12.7141,12.4363,11.0773,10.3115,11.613,.,.,.,.,.,.,17.9981613
12 Month,Any Drug Other Than Cannabis,1995,18.0056,14.4978,11.6069,11.2423,11.6285,9.1732,10.2874,.,.,.,.,.,.,19.38341598
12 Month,Any Drug Other Than Cannabis,1996,17.3543,14.2455,13.6902,10.1057,10.9773,8.9919,11.3041,.,.,.,.,.,.,19.76443599
12 Month,Any Drug Other Than Cannabis,1997,17.4009,17.0253,11.7238,10.5412,8.5849,9.8608,10.0616,.,.,.,.,.,.,20.66483965
12 Month,Any Drug Other Than Cannabis,1998,16.0786,15.1513,14.2809,11.2336,9.7297,7.195,7.8403,9.2998,.,.,.,.,.,20.18586283
12 Month,Any Drug Other Than Cannabis,1999,18.4998,14.2648,14.7136,11.6508,8.5201,6.9752,9.4971,8.3667,.,.,.,.,.,20.72505562
12 Month,Any Drug Other Than Cannabis,2000,19.4093,16.4043,14.1193,13.532,10.2954,6.9355,9.2825,7.759,.,.,.,.,.,20.39051666
12 Month,Any Drug Other Than Cannabis,2001,17.3474,19.4294,14.179,13.2656,11.5613,7.1396,8.869,7.1905,.,.,.,.,.,20.73786702
12 Month,Any Drug Other Than Cannabis,2002,18.8824,18.4518,17.4036,14.6363,13.2101,9.6034,10.2912,9.305,.,.,.,.,.,20.94141346
12 Month,Any Drug Other Than Cannabis,2003,19.7791,20.8201,20.0592,14.2059,15.1394,10.1429,10.5696,6.8082,9.633,.,.,.,.,19.83228072
12 Month,Any Drug Other Than Cannabis,2004,19.4941,20.4084,20.9937,16.0051,14.9372,11.191,10.5838,9.1919,10.0613,.,.,.,.,20.45343793
12 Month,Any Drug Other Than Cannabis,2005,19.4934,20.4739,17.4986,19.6361,14.1557,14.5887,10.9575,10.0915,8.5084,.,.,.,.,19.72475841
12 Month,Any Drug Other Than Cannabis,2006,17.9937,21.8177,18.633,17.2782,15.4741,13.5974,10.6538,10.0744,10.0123,.,.,.,.,19.22625104
12 Month,Any Drug Other Than Cannabis,2007,16.8928,19.854,19.2511,17.1889,16.8712,12.2421,11.2132,11.9663,10.8576,.,.,.,.,18.512614
12 Month,Any Drug Other Than Cannabis,2008,17.1955,19.3893,20.7771,18.8946,19.0017,14.6107,13.8069,11.7733,10.6282,10.7385,.,.,.,18.2537993
12 Month,Any Drug Other Than Cannabis,2009,13.9779,22.0324,17.3102,18.1011,14.3645,15.3905,13.2088,10.3622,10.4355,11.0368,.,.,.,16.98200665
12 Month,Any Drug Other Than Cannabis,2010,16.7116,20.0924,20.1671,19.3273,16.6298,12.9668,12.5608,9.5913,11.9322,10.8225,.,.,.,17.33550913
12 Month,Any Drug Other Than Cannabis,2011,17.6885,17.5469,18.643,17.8154,16.345,13.4907,14.7128,9.2385,10.3334,10.421,.,.,.,17.57589023
12 Month,Any Drug Other Than Cannabis,2012,15.9255,17.6067,18.8888,15.4485,16.8684,12.6384,12.7634,10.5978,11.4378,10.4835,.,.,.,17.03442623
12 Month,Any Drug Other Than Cannabis,2013,17.7408,21.3043,17.5628,17.8692,16.6311,13.5397,13.1636,11.2851,10.3816,8.0513,6.9,.,.,17.77655842
12 Month,Any Drug Other Than Cannabis,2014,21.9776,22.9767,21.7224,22.2911,19.3066,17.7584,16.1296,9.0885,8.6414,9.4037,7.9,.,.,15.87336147
12 Month,Any Drug Other Than Cannabis,2015,17.8696,21.8049,22.0945,18.6796,17.7922,13.6159,15.9541,10.5897,10.4409,11.3208,8.6,.,.,15.1975075
12 Month,Any Drug Other Than Cannabis,2016,17.1868,24.4273,19.6407,18.8269,19.3359,15.9573,14.8174,12.2657,8.688,9.623,9,.,.,14.33057125
12 Month,Any Drug Other Than Cannabis,2017,16.7308,20.8558,23.2155,21.5375,18.0805,16.5659,13.5965,11.1628,9.7102,9.8503,8.1,.,.,13.30342005
12 Month,Any Drug Other Than Cannabis,2018,13.26,22.0068,22.2228,20.5442,19.2464,17.4063,15.0356,10.7489,11.2261,11.8827,9.7,7.6,.,12.44627991
12 Month,Any Drug Other Than Cannabis,2019,11.5063,20.4606,19.5237,19.2669,19.4377,18.5969,14.2508,11.2386,9.3642,8.0756,9.2,7,.,11.47421441
12 Month,Any Drug Other Than Cannabis,2020,14.4629,19.4475,19.2051,21.2749,18.193,15.2298,13.6541,10.8389,8.7784,7.1064,9.3,7.2,.,11.42881277
12 Month,Any Drug Other Than Cannabis,2021,15.1732,15.0152,20.0669,21.6806,18.2723,16.5974,13.2164,10.1755,12.0023,8.6455,7.1,8.3,.,7.231478078
12 Month,Any Drug Other Than Cannabis,2022,9.3735,13.8324,20.6424,21.3149,18.9062,16.3334,14.6062,13.3515,10.676,9.042,8.4,7.5,.,7.953715962
12 Month,Any Drug Other Than Cannabis,2023,13.7995,14.7779,13.637,18.2328,19.4539,18.2379,16.6521,11.2639,10.0432,7.4596,9.9,7.1,6.1,7.394405529
12 Month,Any Illicit Drug,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,48.10725045
12 Month,Any Illicit Drug,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,51.10913388
12 Month,Any Nicotine Use,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
