"time","drug","yradmin_fu","age","estimate"
"12 Month","Adderall",2009,"Ages 19-30",5.168
"12 Month","Adderall",2010,"Ages 19-30",5.930
"12 Month","Adderall",2011,"Ages 19-30",5.797
"12 Month","Adderall",2012,"Ages 19-30",6.472
"12 Month","Adderall",2013,"Ages 19-30",6.281
"12 Month","Adderall",2014,"Ages 19-30",7.186
"12 Month","Adderall",2015,"Ages 19-30",6.892
"12 Month","Adderall",2016,"Ages 19-30",6.774
"12 Month","Adderall",2017,"Ages 19-30",8.149
"12 Month","Adderall",2018,"Ages 19-30",8.258
"12 Month","Adderall",2019,"Ages 19-30",5.936
"12 Month","Adderall",2020,"Ages 19-30",6.998
"12 Month","Adderall",2021,"Ages 19-30",5.667
"12 Month","Adderall",2022,"Ages 19-30",6.846
"12 Month","Adderall",2009,"Ages 19-20",8.171
"12 Month","Adderall",2010,"Ages 19-20",6.915
"12 Month","Adderall",2011,"Ages 19-20",8.279
"12 Month","Adderall",2012,"Ages 19-20",7.545
"12 Month","Adderall",2013,"Ages 19-20",9.751
"12 Month","Adderall",2014,"Ages 19-20",11.120
"12 Month","Adderall",2015,"Ages 19-20",9.426
"12 Month","Adderall",2016,"Ages 19-20",7.694
"12 Month","Adderall",2017,"Ages 19-20",4.857
"12 Month","Adderall",2018,"Ages 19-20",6.969
"12 Month","Adderall",2019,"Ages 19-20",2.908
"12 Month","Adderall",2020,"Ages 19-20",5.149
"12 Month","Adderall",2021,"Ages 19-20",2.335
"12 Month","Adderall",2022,"Ages 19-20",3.107
"12 Month","Adderall",2009,"Ages 21-22",7.278
"12 Month","Adderall",2010,"Ages 21-22",8.476
"12 Month","Adderall",2011,"Ages 21-22",9.473
"12 Month","Adderall",2012,"Ages 21-22",7.858
"12 Month","Adderall",2013,"Ages 21-22",8.941
"12 Month","Adderall",2014,"Ages 21-22",7.077
"12 Month","Adderall",2015,"Ages 21-22",10.735
"12 Month","Adderall",2016,"Ages 21-22",9.359
"12 Month","Adderall",2017,"Ages 21-22",12.830
"12 Month","Adderall",2018,"Ages 21-22",10.293
"12 Month","Adderall",2019,"Ages 21-22",9.055
"12 Month","Adderall",2020,"Ages 21-22",7.564
"12 Month","Adderall",2021,"Ages 21-22",5.984
"12 Month","Adderall",2022,"Ages 21-22",4.438
"12 Month","Adderall",2009,"Ages 23-24",4.181
"12 Month","Adderall",2010,"Ages 23-24",6.283
"12 Month","Adderall",2011,"Ages 23-24",5.575
"12 Month","Adderall",2012,"Ages 23-24",7.779
"12 Month","Adderall",2013,"Ages 23-24",5.839
"12 Month","Adderall",2014,"Ages 23-24",6.881
"12 Month","Adderall",2015,"Ages 23-24",8.030
"12 Month","Adderall",2016,"Ages 23-24",5.570
"12 Month","Adderall",2017,"Ages 23-24",11.188
"12 Month","Adderall",2018,"Ages 23-24",12.919
"12 Month","Adderall",2019,"Ages 23-24",6.889
"12 Month","Adderall",2020,"Ages 23-24",7.339
"12 Month","Adderall",2021,"Ages 23-24",5.207
"12 Month","Adderall",2022,"Ages 23-24",6.348
"12 Month","Adderall",2009,"Ages 25-26",4.514
"12 Month","Adderall",2010,"Ages 25-26",6.302
"12 Month","Adderall",2011,"Ages 25-26",4.571
"12 Month","Adderall",2012,"Ages 25-26",5.906
"12 Month","Adderall",2013,"Ages 25-26",5.172
"12 Month","Adderall",2014,"Ages 25-26",7.380
"12 Month","Adderall",2015,"Ages 25-26",6.678
"12 Month","Adderall",2016,"Ages 25-26",6.835
"12 Month","Adderall",2017,"Ages 25-26",7.380
"12 Month","Adderall",2018,"Ages 25-26",7.806
"12 Month","Adderall",2019,"Ages 25-26",7.378
"12 Month","Adderall",2020,"Ages 25-26",10.042
"12 Month","Adderall",2021,"Ages 25-26",8.375
"12 Month","Adderall",2022,"Ages 25-26",8.143
"12 Month","Adderall",2009,"Ages 27-28",4.155
"12 Month","Adderall",2010,"Ages 27-28",4.140
"12 Month","Adderall",2011,"Ages 27-28",4.388
"12 Month","Adderall",2012,"Ages 27-28",5.765
"12 Month","Adderall",2013,"Ages 27-28",4.774
"12 Month","Adderall",2014,"Ages 27-28",6.337
"12 Month","Adderall",2015,"Ages 27-28",3.460
"12 Month","Adderall",2016,"Ages 27-28",5.471
"12 Month","Adderall",2017,"Ages 27-28",7.556
"12 Month","Adderall",2018,"Ages 27-28",5.447
"12 Month","Adderall",2019,"Ages 27-28",5.071
"12 Month","Adderall",2020,"Ages 27-28",5.616
"12 Month","Adderall",2021,"Ages 27-28",8.470
"12 Month","Adderall",2022,"Ages 27-28",10.996
"12 Month","Adderall",2009,"Ages 29-30",2.858
"12 Month","Adderall",2010,"Ages 29-30",3.258
"12 Month","Adderall",2011,"Ages 29-30",2.136
"12 Month","Adderall",2012,"Ages 29-30",3.837
"12 Month","Adderall",2013,"Ages 29-30",3.098
"12 Month","Adderall",2014,"Ages 29-30",4.521
"12 Month","Adderall",2015,"Ages 29-30",3.544
"12 Month","Adderall",2016,"Ages 29-30",5.976
"12 Month","Adderall",2017,"Ages 29-30",5.473
"12 Month","Adderall",2018,"Ages 29-30",6.404
"12 Month","Adderall",2019,"Ages 29-30",4.632
"12 Month","Adderall",2020,"Ages 29-30",6.217
"12 Month","Adderall",2021,"Ages 29-30",3.116
"12 Month","Adderall",2022,"Ages 29-30",6.026
"12 Month","Amphetamines",1977,"Ages 19-30",18.370
"12 Month","Amphetamines",1978,"Ages 19-30",17.656
"12 Month","Amphetamines",1979,"Ages 19-30",21.709
"12 Month","Amphetamines",1980,"Ages 19-30",24.569
"12 Month","Amphetamines",1981,"Ages 19-30",26.289
"12 Month","Amphetamines",1982,"Ages 19-30",22.670
"12 Month","Amphetamines",1983,"Ages 19-30",19.329
"12 Month","Amphetamines",1984,"Ages 19-30",15.569
"12 Month","Amphetamines",1985,"Ages 19-30",13.521
"12 Month","Amphetamines",1986,"Ages 19-30",10.586
"12 Month","Amphetamines",1987,"Ages 19-30",8.614
"12 Month","Amphetamines",1988,"Ages 19-30",6.906
"12 Month","Amphetamines",1989,"Ages 19-30",5.796
"12 Month","Amphetamines",1990,"Ages 19-30",4.755
"12 Month","Amphetamines",1991,"Ages 19-30",4.119
"12 Month","Amphetamines",1992,"Ages 19-30",4.108
"12 Month","Amphetamines",1993,"Ages 19-30",3.805
"12 Month","Amphetamines",1994,"Ages 19-30",4.442
"12 Month","Amphetamines",1995,"Ages 19-30",4.201
"12 Month","Amphetamines",1996,"Ages 19-30",4.082
"12 Month","Amphetamines",1997,"Ages 19-30",4.178
"12 Month","Amphetamines",1998,"Ages 19-30",4.143
"12 Month","Amphetamines",1999,"Ages 19-30",4.303
"12 Month","Amphetamines",2000,"Ages 19-30",4.568
"12 Month","Amphetamines",2001,"Ages 19-30",5.004
"12 Month","Amphetamines",2002,"Ages 19-30",5.284
"12 Month","Amphetamines",2003,"Ages 19-30",5.113
"12 Month","Amphetamines",2004,"Ages 19-30",5.523
"12 Month","Amphetamines",2005,"Ages 19-30",4.631
"12 Month","Amphetamines",2006,"Ages 19-30",5.315
"12 Month","Amphetamines",2007,"Ages 19-30",5.357
"12 Month","Amphetamines",2008,"Ages 19-30",4.952
"12 Month","Amphetamines",2009,"Ages 19-30",5.247
"12 Month","Amphetamines",2010,"Ages 19-30",6.365
"12 Month","Amphetamines",2011,"Ages 19-30",6.735
"12 Month","Amphetamines",2012,"Ages 19-30",7.209
"12 Month","Amphetamines",2013,"Ages 19-30",7.281
"12 Month","Amphetamines",2014,"Ages 19-30",7.791
"12 Month","Amphetamines",2015,"Ages 19-30",7.235
"12 Month","Amphetamines",2016,"Ages 19-30",6.974
"12 Month","Amphetamines",2017,"Ages 19-30",7.534
"12 Month","Amphetamines",2018,"Ages 19-30",7.782
"12 Month","Amphetamines",2019,"Ages 19-30",6.233
"12 Month","Amphetamines",2020,"Ages 19-30",6.277
"12 Month","Amphetamines",2021,"Ages 19-30",5.565
"12 Month","Amphetamines",2022,"Ages 19-30",5.363
"12 Month","Amphetamines",1993,"Ages 35-50",2.609
"12 Month","Amphetamines",1994,"Ages 35-50",2.479
"12 Month","Amphetamines",1995,"Ages 35-50",1.974
"12 Month","Amphetamines",1996,"Ages 35-50",1.885
"12 Month","Amphetamines",1997,"Ages 35-50",1.819
"12 Month","Amphetamines",1998,"Ages 35-50",1.633
"12 Month","Amphetamines",1999,"Ages 35-50",1.587
"12 Month","Amphetamines",2000,"Ages 35-50",1.510
"12 Month","Amphetamines",2001,"Ages 35-50",1.491
"12 Month","Amphetamines",2002,"Ages 35-50",1.430
"12 Month","Amphetamines",2003,"Ages 35-50",1.692
"12 Month","Amphetamines",2004,"Ages 35-50",1.369
"12 Month","Amphetamines",2005,"Ages 35-50",0.852
"12 Month","Amphetamines",2006,"Ages 35-50",1.414
"12 Month","Amphetamines",2007,"Ages 35-50",1.111
"12 Month","Amphetamines",2008,"Ages 35-50",0.864
"12 Month","Amphetamines",2009,"Ages 35-50",1.258
"12 Month","Amphetamines",2010,"Ages 35-50",0.921
"12 Month","Amphetamines",2011,"Ages 35-50",1.123
"12 Month","Amphetamines",2012,"Ages 35-50",1.085
"12 Month","Amphetamines",2013,"Ages 35-50",1.372
"12 Month","Amphetamines",2014,"Ages 35-50",1.279
"12 Month","Amphetamines",2015,"Ages 35-50",1.555
"12 Month","Amphetamines",2016,"Ages 35-50",1.817
"12 Month","Amphetamines",2017,"Ages 35-50",1.728
"12 Month","Amphetamines",2018,"Ages 35-50",1.887
"12 Month","Amphetamines",2019,"Ages 35-50",2.323
"12 Month","Amphetamines",2020,"Ages 35-50",2.096
"12 Month","Amphetamines",2021,"Ages 35-50",2.261
"12 Month","Amphetamines",2022,"Ages 35-50",2.629
"12 Month","Amphetamines",1977,"Ages 19-20",18.370
"12 Month","Amphetamines",1978,"Ages 19-20",17.656
"12 Month","Amphetamines",1979,"Ages 19-20",21.466
"12 Month","Amphetamines",1980,"Ages 19-20",24.110
"12 Month","Amphetamines",1981,"Ages 19-20",26.256
"12 Month","Amphetamines",1982,"Ages 19-20",23.936
"12 Month","Amphetamines",1983,"Ages 19-20",20.302
"12 Month","Amphetamines",1984,"Ages 19-20",15.708
"12 Month","Amphetamines",1985,"Ages 19-20",15.147
"12 Month","Amphetamines",1986,"Ages 19-20",11.107
"12 Month","Amphetamines",1987,"Ages 19-20",9.361
"12 Month","Amphetamines",1988,"Ages 19-20",9.002
"12 Month","Amphetamines",1989,"Ages 19-20",7.096
"12 Month","Amphetamines",1990,"Ages 19-20",6.669
"12 Month","Amphetamines",1991,"Ages 19-20",4.996
"12 Month","Amphetamines",1992,"Ages 19-20",6.166
"12 Month","Amphetamines",1993,"Ages 19-20",5.484
"12 Month","Amphetamines",1994,"Ages 19-20",6.044
"12 Month","Amphetamines",1995,"Ages 19-20",7.433
"12 Month","Amphetamines",1996,"Ages 19-20",7.069
"12 Month","Amphetamines",1997,"Ages 19-20",6.028
"12 Month","Amphetamines",1998,"Ages 19-20",7.165
"12 Month","Amphetamines",1999,"Ages 19-20",7.867
"12 Month","Amphetamines",2000,"Ages 19-20",9.154
"12 Month","Amphetamines",2001,"Ages 19-20",8.463
"12 Month","Amphetamines",2002,"Ages 19-20",8.216
"12 Month","Amphetamines",2003,"Ages 19-20",8.190
"12 Month","Amphetamines",2004,"Ages 19-20",8.690
"12 Month","Amphetamines",2005,"Ages 19-20",6.454
"12 Month","Amphetamines",2006,"Ages 19-20",6.161
"12 Month","Amphetamines",2007,"Ages 19-20",6.719
"12 Month","Amphetamines",2008,"Ages 19-20",6.120
"12 Month","Amphetamines",2009,"Ages 19-20",6.283
"12 Month","Amphetamines",2010,"Ages 19-20",8.531
"12 Month","Amphetamines",2011,"Ages 19-20",9.267
"12 Month","Amphetamines",2012,"Ages 19-20",9.134
"12 Month","Amphetamines",2013,"Ages 19-20",9.163
"12 Month","Amphetamines",2014,"Ages 19-20",11.159
"12 Month","Amphetamines",2015,"Ages 19-20",8.809
"12 Month","Amphetamines",2016,"Ages 19-20",7.884
"12 Month","Amphetamines",2017,"Ages 19-20",6.027
"12 Month","Amphetamines",2018,"Ages 19-20",4.646
"12 Month","Amphetamines",2019,"Ages 19-20",4.339
"12 Month","Amphetamines",2020,"Ages 19-20",5.857
"12 Month","Amphetamines",2021,"Ages 19-20",4.409
"12 Month","Amphetamines",2022,"Ages 19-20",2.324
"12 Month","Amphetamines",1979,"Ages 21-22",22.269
"12 Month","Amphetamines",1980,"Ages 21-22",25.091
"12 Month","Amphetamines",1981,"Ages 21-22",26.720
"12 Month","Amphetamines",1982,"Ages 21-22",22.524
"12 Month","Amphetamines",1983,"Ages 21-22",20.227
"12 Month","Amphetamines",1984,"Ages 21-22",17.410
"12 Month","Amphetamines",1985,"Ages 21-22",13.302
"12 Month","Amphetamines",1986,"Ages 21-22",12.707
"12 Month","Amphetamines",1987,"Ages 21-22",9.977
"12 Month","Amphetamines",1988,"Ages 21-22",8.041
"12 Month","Amphetamines",1989,"Ages 21-22",7.218
"12 Month","Amphetamines",1990,"Ages 21-22",5.604
"12 Month","Amphetamines",1991,"Ages 21-22",5.083
"12 Month","Amphetamines",1992,"Ages 21-22",4.328
"12 Month","Amphetamines",1993,"Ages 21-22",4.976
"12 Month","Amphetamines",1994,"Ages 21-22",5.902
"12 Month","Amphetamines",1995,"Ages 21-22",5.810
"12 Month","Amphetamines",1996,"Ages 21-22",5.063
"12 Month","Amphetamines",1997,"Ages 21-22",7.222
"12 Month","Amphetamines",1998,"Ages 21-22",4.837
"12 Month","Amphetamines",1999,"Ages 21-22",5.118
"12 Month","Amphetamines",2000,"Ages 21-22",5.762
"12 Month","Amphetamines",2001,"Ages 21-22",7.764
"12 Month","Amphetamines",2002,"Ages 21-22",6.821
"12 Month","Amphetamines",2003,"Ages 21-22",7.749
"12 Month","Amphetamines",2004,"Ages 21-22",6.671
"12 Month","Amphetamines",2005,"Ages 21-22",6.901
"12 Month","Amphetamines",2006,"Ages 21-22",8.245
"12 Month","Amphetamines",2007,"Ages 21-22",7.578
"12 Month","Amphetamines",2008,"Ages 21-22",6.502
"12 Month","Amphetamines",2009,"Ages 21-22",7.985
"12 Month","Amphetamines",2010,"Ages 21-22",8.669
"12 Month","Amphetamines",2011,"Ages 21-22",8.812
"12 Month","Amphetamines",2012,"Ages 21-22",9.033
"12 Month","Amphetamines",2013,"Ages 21-22",10.851
"12 Month","Amphetamines",2014,"Ages 21-22",9.195
"12 Month","Amphetamines",2015,"Ages 21-22",10.101
"12 Month","Amphetamines",2016,"Ages 21-22",10.893
"12 Month","Amphetamines",2017,"Ages 21-22",9.724
"12 Month","Amphetamines",2018,"Ages 21-22",8.533
"12 Month","Amphetamines",2019,"Ages 21-22",7.643
"12 Month","Amphetamines",2020,"Ages 21-22",6.640
"12 Month","Amphetamines",2021,"Ages 21-22",5.780
"12 Month","Amphetamines",2022,"Ages 21-22",4.210
"12 Month","Amphetamines",1981,"Ages 23-24",25.356
"12 Month","Amphetamines",1982,"Ages 23-24",21.436
"12 Month","Amphetamines",1983,"Ages 23-24",18.647
"12 Month","Amphetamines",1984,"Ages 23-24",14.488
"12 Month","Amphetamines",1985,"Ages 23-24",14.344
"12 Month","Amphetamines",1986,"Ages 23-24",11.563
"12 Month","Amphetamines",1987,"Ages 23-24",8.264
"12 Month","Amphetamines",1988,"Ages 23-24",7.362
"12 Month","Amphetamines",1989,"Ages 23-24",5.366
"12 Month","Amphetamines",1990,"Ages 23-24",5.216
"12 Month","Amphetamines",1991,"Ages 23-24",3.909
"12 Month","Amphetamines",1992,"Ages 23-24",4.107
"12 Month","Amphetamines",1993,"Ages 23-24",3.875
"12 Month","Amphetamines",1994,"Ages 23-24",4.732
"12 Month","Amphetamines",1995,"Ages 23-24",3.196
"12 Month","Amphetamines",1996,"Ages 23-24",4.439
"12 Month","Amphetamines",1997,"Ages 23-24",3.704
"12 Month","Amphetamines",1998,"Ages 23-24",5.036
"12 Month","Amphetamines",1999,"Ages 23-24",4.557
"12 Month","Amphetamines",2000,"Ages 23-24",4.468
"12 Month","Amphetamines",2001,"Ages 23-24",5.562
"12 Month","Amphetamines",2002,"Ages 23-24",6.036
"12 Month","Amphetamines",2003,"Ages 23-24",5.749
"12 Month","Amphetamines",2004,"Ages 23-24",6.958
"12 Month","Amphetamines",2005,"Ages 23-24",5.406
"12 Month","Amphetamines",2006,"Ages 23-24",6.269
"12 Month","Amphetamines",2007,"Ages 23-24",6.551
"12 Month","Amphetamines",2008,"Ages 23-24",5.885
"12 Month","Amphetamines",2009,"Ages 23-24",5.094
"12 Month","Amphetamines",2010,"Ages 23-24",7.557
"12 Month","Amphetamines",2011,"Ages 23-24",8.817
"12 Month","Amphetamines",2012,"Ages 23-24",7.970
"12 Month","Amphetamines",2013,"Ages 23-24",7.383
"12 Month","Amphetamines",2014,"Ages 23-24",6.694
"12 Month","Amphetamines",2015,"Ages 23-24",7.904
"12 Month","Amphetamines",2016,"Ages 23-24",7.363
"12 Month","Amphetamines",2017,"Ages 23-24",9.241
"12 Month","Amphetamines",2018,"Ages 23-24",11.352
"12 Month","Amphetamines",2019,"Ages 23-24",6.978
"12 Month","Amphetamines",2020,"Ages 23-24",7.184
"12 Month","Amphetamines",2021,"Ages 23-24",6.173
"12 Month","Amphetamines",2022,"Ages 23-24",4.944
"12 Month","Amphetamines",1983,"Ages 25-26",16.557
"12 Month","Amphetamines",1984,"Ages 25-26",14.604
"12 Month","Amphetamines",1985,"Ages 25-26",12.895
"12 Month","Amphetamines",1986,"Ages 25-26",8.757
"12 Month","Amphetamines",1987,"Ages 25-26",8.341
"12 Month","Amphetamines",1988,"Ages 25-26",6.548
"12 Month","Amphetamines",1989,"Ages 25-26",5.469
"12 Month","Amphetamines",1990,"Ages 25-26",3.960
"12 Month","Amphetamines",1991,"Ages 25-26",3.497
"12 Month","Amphetamines",1992,"Ages 25-26",3.054
"12 Month","Amphetamines",1993,"Ages 25-26",3.214
"12 Month","Amphetamines",1994,"Ages 25-26",4.518
"12 Month","Amphetamines",1995,"Ages 25-26",3.512
"12 Month","Amphetamines",1996,"Ages 25-26",2.782
"12 Month","Amphetamines",1997,"Ages 25-26",3.229
"12 Month","Amphetamines",1998,"Ages 25-26",3.447
"12 Month","Amphetamines",1999,"Ages 25-26",3.433
"12 Month","Amphetamines",2000,"Ages 25-26",4.328
"12 Month","Amphetamines",2001,"Ages 25-26",3.719
"12 Month","Amphetamines",2002,"Ages 25-26",4.540
"12 Month","Amphetamines",2003,"Ages 25-26",3.467
"12 Month","Amphetamines",2004,"Ages 25-26",4.869
"12 Month","Amphetamines",2005,"Ages 25-26",3.936
"12 Month","Amphetamines",2006,"Ages 25-26",4.726
"12 Month","Amphetamines",2007,"Ages 25-26",5.106
"12 Month","Amphetamines",2008,"Ages 25-26",3.793
"12 Month","Amphetamines",2009,"Ages 25-26",5.406
"12 Month","Amphetamines",2010,"Ages 25-26",6.307
"12 Month","Amphetamines",2011,"Ages 25-26",4.828
"12 Month","Amphetamines",2012,"Ages 25-26",6.577
"12 Month","Amphetamines",2013,"Ages 25-26",6.426
"12 Month","Amphetamines",2014,"Ages 25-26",7.929
"12 Month","Amphetamines",2015,"Ages 25-26",7.000
"12 Month","Amphetamines",2016,"Ages 25-26",6.041
"12 Month","Amphetamines",2017,"Ages 25-26",8.003
"12 Month","Amphetamines",2018,"Ages 25-26",7.937
"12 Month","Amphetamines",2019,"Ages 25-26",6.800
"12 Month","Amphetamines",2020,"Ages 25-26",7.295
"12 Month","Amphetamines",2021,"Ages 25-26",6.862
"12 Month","Amphetamines",2022,"Ages 25-26",6.118
"12 Month","Amphetamines",1985,"Ages 27-28",10.089
"12 Month","Amphetamines",1986,"Ages 27-28",8.657
"12 Month","Amphetamines",1987,"Ages 27-28",8.003
"12 Month","Amphetamines",1988,"Ages 27-28",5.013
"12 Month","Amphetamines",1989,"Ages 27-28",4.657
"12 Month","Amphetamines",1990,"Ages 27-28",4.368
"12 Month","Amphetamines",1991,"Ages 27-28",4.049
"12 Month","Amphetamines",1992,"Ages 27-28",3.854
"12 Month","Amphetamines",1993,"Ages 27-28",2.876
"12 Month","Amphetamines",1994,"Ages 27-28",3.001
"12 Month","Amphetamines",1995,"Ages 27-28",2.829
"12 Month","Amphetamines",1996,"Ages 27-28",2.489
"12 Month","Amphetamines",1997,"Ages 27-28",2.096
"12 Month","Amphetamines",1998,"Ages 27-28",2.562
"12 Month","Amphetamines",1999,"Ages 27-28",2.491
"12 Month","Amphetamines",2000,"Ages 27-28",2.662
"12 Month","Amphetamines",2001,"Ages 27-28",3.353
"12 Month","Amphetamines",2002,"Ages 27-28",4.364
"12 Month","Amphetamines",2003,"Ages 27-28",3.636
"12 Month","Amphetamines",2004,"Ages 27-28",3.996
"12 Month","Amphetamines",2005,"Ages 27-28",2.521
"12 Month","Amphetamines",2006,"Ages 27-28",3.503
"12 Month","Amphetamines",2007,"Ages 27-28",3.832
"12 Month","Amphetamines",2008,"Ages 27-28",4.748
"12 Month","Amphetamines",2009,"Ages 27-28",3.864
"12 Month","Amphetamines",2010,"Ages 27-28",3.978
"12 Month","Amphetamines",2011,"Ages 27-28",4.582
"12 Month","Amphetamines",2012,"Ages 27-28",5.601
"12 Month","Amphetamines",2013,"Ages 27-28",5.084
"12 Month","Amphetamines",2014,"Ages 27-28",6.601
"12 Month","Amphetamines",2015,"Ages 27-28",4.901
"12 Month","Amphetamines",2016,"Ages 27-28",5.154
"12 Month","Amphetamines",2017,"Ages 27-28",7.261
"12 Month","Amphetamines",2018,"Ages 27-28",6.741
"12 Month","Amphetamines",2019,"Ages 27-28",6.039
"12 Month","Amphetamines",2020,"Ages 27-28",6.381
"12 Month","Amphetamines",2021,"Ages 27-28",4.887
"12 Month","Amphetamines",2022,"Ages 27-28",6.869
"12 Month","Amphetamines",1987,"Ages 29-30",6.849
"12 Month","Amphetamines",1988,"Ages 29-30",5.549
"12 Month","Amphetamines",1989,"Ages 29-30",5.052
"12 Month","Amphetamines",1990,"Ages 29-30",2.869
"12 Month","Amphetamines",1991,"Ages 29-30",3.172
"12 Month","Amphetamines",1992,"Ages 29-30",3.308
"12 Month","Amphetamines",1993,"Ages 29-30",2.595
"12 Month","Amphetamines",1994,"Ages 29-30",2.647
"12 Month","Amphetamines",1995,"Ages 29-30",2.488
"12 Month","Amphetamines",1996,"Ages 29-30",2.821
"12 Month","Amphetamines",1997,"Ages 29-30",2.929
"12 Month","Amphetamines",1998,"Ages 29-30",2.034
"12 Month","Amphetamines",1999,"Ages 29-30",2.573
"12 Month","Amphetamines",2000,"Ages 29-30",1.456
"12 Month","Amphetamines",2001,"Ages 29-30",1.766
"12 Month","Amphetamines",2002,"Ages 29-30",2.185
"12 Month","Amphetamines",2003,"Ages 29-30",2.725
"12 Month","Amphetamines",2004,"Ages 29-30",2.529
"12 Month","Amphetamines",2005,"Ages 29-30",3.013
"12 Month","Amphetamines",2006,"Ages 29-30",3.280
"12 Month","Amphetamines",2007,"Ages 29-30",2.503
"12 Month","Amphetamines",2008,"Ages 29-30",2.644
"12 Month","Amphetamines",2009,"Ages 29-30",2.905
"12 Month","Amphetamines",2010,"Ages 29-30",3.010
"12 Month","Amphetamines",2011,"Ages 29-30",3.816
"12 Month","Amphetamines",2012,"Ages 29-30",4.772
"12 Month","Amphetamines",2013,"Ages 29-30",4.746
"12 Month","Amphetamines",2014,"Ages 29-30",5.395
"12 Month","Amphetamines",2015,"Ages 29-30",4.963
"12 Month","Amphetamines",2016,"Ages 29-30",4.937
"12 Month","Amphetamines",2017,"Ages 29-30",5.061
"12 Month","Amphetamines",2018,"Ages 29-30",7.432
"12 Month","Amphetamines",2019,"Ages 29-30",5.755
"12 Month","Amphetamines",2020,"Ages 29-30",4.340
"12 Month","Amphetamines",2021,"Ages 29-30",5.011
"12 Month","Amphetamines",2022,"Ages 29-30",6.002
"12 Month","Amphetamines",1993,"Age 35",2.609
"12 Month","Amphetamines",1994,"Age 35",2.479
"12 Month","Amphetamines",1995,"Age 35",1.974
"12 Month","Amphetamines",1996,"Age 35",1.885
"12 Month","Amphetamines",1997,"Age 35",1.819
"12 Month","Amphetamines",1998,"Age 35",1.653
"12 Month","Amphetamines",1999,"Age 35",1.775
"12 Month","Amphetamines",2000,"Age 35",1.549
"12 Month","Amphetamines",2001,"Age 35",1.931
"12 Month","Amphetamines",2002,"Age 35",1.458
"12 Month","Amphetamines",2003,"Age 35",2.628
"12 Month","Amphetamines",2004,"Age 35",1.881
"12 Month","Amphetamines",2005,"Age 35",1.324
"12 Month","Amphetamines",2006,"Age 35",1.339
"12 Month","Amphetamines",2007,"Age 35",1.312
"12 Month","Amphetamines",2008,"Age 35",0.729
"12 Month","Amphetamines",2009,"Age 35",1.685
"12 Month","Amphetamines",2010,"Age 35",1.380
"12 Month","Amphetamines",2011,"Age 35",1.515
"12 Month","Amphetamines",2012,"Age 35",1.898
"12 Month","Amphetamines",2013,"Age 35",2.172
"12 Month","Amphetamines",2014,"Age 35",2.877
"12 Month","Amphetamines",2015,"Age 35",3.680
"12 Month","Amphetamines",2016,"Age 35",3.576
"12 Month","Amphetamines",2017,"Age 35",3.717
"12 Month","Amphetamines",2018,"Age 35",3.005
"12 Month","Amphetamines",2019,"Age 35",4.910
"12 Month","Amphetamines",2020,"Age 35",3.739
"12 Month","Amphetamines",2021,"Age 35",3.205
"12 Month","Amphetamines",2022,"Age 35",4.975
"12 Month","Amphetamines",1998,"Age 40",1.608
"12 Month","Amphetamines",1999,"Age 40",1.368
"12 Month","Amphetamines",2000,"Age 40",1.474
"12 Month","Amphetamines",2001,"Age 40",1.056
"12 Month","Amphetamines",2002,"Age 40",1.401
"12 Month","Amphetamines",2003,"Age 40",1.058
"12 Month","Amphetamines",2004,"Age 40",1.145
"12 Month","Amphetamines",2005,"Age 40",0.798
"12 Month","Amphetamines",2006,"Age 40",1.475
"12 Month","Amphetamines",2007,"Age 40",0.844
"12 Month","Amphetamines",2008,"Age 40",1.276
"12 Month","Amphetamines",2009,"Age 40",1.450
"12 Month","Amphetamines",2010,"Age 40",1.003
"12 Month","Amphetamines",2011,"Age 40",0.443
"12 Month","Amphetamines",2012,"Age 40",1.153
"12 Month","Amphetamines",2013,"Age 40",1.949
"12 Month","Amphetamines",2014,"Age 40",1.291
"12 Month","Amphetamines",2015,"Age 40",1.969
"12 Month","Amphetamines",2016,"Age 40",2.968
"12 Month","Amphetamines",2017,"Age 40",1.904
"12 Month","Amphetamines",2018,"Age 40",1.772
"12 Month","Amphetamines",2019,"Age 40",2.641
"12 Month","Amphetamines",2020,"Age 40",2.800
"12 Month","Amphetamines",2021,"Age 40",3.312
"12 Month","Amphetamines",2022,"Age 40",3.169
"12 Month","Amphetamines",2003,"Age 45",1.470
"12 Month","Amphetamines",2004,"Age 45",1.068
"12 Month","Amphetamines",2005,"Age 45",0.475
"12 Month","Amphetamines",2006,"Age 45",1.431
"12 Month","Amphetamines",2007,"Age 45",1.190
"12 Month","Amphetamines",2008,"Age 45",0.868
"12 Month","Amphetamines",2009,"Age 45",0.868
"12 Month","Amphetamines",2010,"Age 45",0.592
"12 Month","Amphetamines",2011,"Age 45",1.265
"12 Month","Amphetamines",2012,"Age 45",0.925
"12 Month","Amphetamines",2013,"Age 45",1.267
"12 Month","Amphetamines",2014,"Age 45",1.076
"12 Month","Amphetamines",2015,"Age 45",1.065
"12 Month","Amphetamines",2016,"Age 45",0.885
"12 Month","Amphetamines",2017,"Age 45",1.954
"12 Month","Amphetamines",2018,"Age 45",1.349
"12 Month","Amphetamines",2019,"Age 45",1.911
"12 Month","Amphetamines",2020,"Age 45",2.304
"12 Month","Amphetamines",2021,"Age 45",2.106
"12 Month","Amphetamines",2022,"Age 45",2.050
"12 Month","Amphetamines",2008,"Age 50",0.571
