"time","drug","yradmin_fu","age","estimate"
"30 Day","Narcotics Other Than Heroin",2000,"Ages 21-22",1.767
"30 Day","Narcotics Other Than Heroin",2001,"Ages 21-22",1.963
"30 Day","Narcotics Other Than Heroin",2002,"Ages 21-22",3.243
"30 Day","Narcotics Other Than Heroin",2003,"Ages 21-22",3.526
"30 Day","Narcotics Other Than Heroin",2004,"Ages 21-22",2.903
"30 Day","Narcotics Other Than Heroin",2005,"Ages 21-22",4.853
"30 Day","Narcotics Other Than Heroin",2006,"Ages 21-22",4.018
"30 Day","Narcotics Other Than Heroin",2007,"Ages 21-22",3.853
"30 Day","Narcotics Other Than Heroin",2008,"Ages 21-22",3.625
"30 Day","Narcotics Other Than Heroin",2009,"Ages 21-22",3.908
"30 Day","Narcotics Other Than Heroin",2010,"Ages 21-22",4.060
"30 Day","Narcotics Other Than Heroin",2011,"Ages 21-22",3.103
"30 Day","Narcotics Other Than Heroin",2012,"Ages 21-22",2.610
"30 Day","Narcotics Other Than Heroin",2013,"Ages 21-22",3.262
"30 Day","Narcotics Other Than Heroin",2014,"Ages 21-22",1.618
"30 Day","Narcotics Other Than Heroin",2015,"Ages 21-22",2.302
"30 Day","Narcotics Other Than Heroin",2016,"Ages 21-22",2.025
"30 Day","Narcotics Other Than Heroin",2017,"Ages 21-22",1.520
"30 Day","Narcotics Other Than Heroin",2018,"Ages 21-22",0.741
"30 Day","Narcotics Other Than Heroin",2019,"Ages 21-22",0.084
"30 Day","Narcotics Other Than Heroin",2020,"Ages 21-22",0.259
"30 Day","Narcotics Other Than Heroin",2021,"Ages 21-22",0.621
"30 Day","Narcotics Other Than Heroin",2022,"Ages 21-22",0.503
"30 Day","Narcotics Other Than Heroin",1981,"Ages 23-24",1.715
"30 Day","Narcotics Other Than Heroin",1982,"Ages 23-24",1.611
"30 Day","Narcotics Other Than Heroin",1983,"Ages 23-24",0.914
"30 Day","Narcotics Other Than Heroin",1984,"Ages 23-24",1.148
"30 Day","Narcotics Other Than Heroin",1985,"Ages 23-24",1.122
"30 Day","Narcotics Other Than Heroin",1986,"Ages 23-24",0.927
"30 Day","Narcotics Other Than Heroin",1987,"Ages 23-24",0.508
"30 Day","Narcotics Other Than Heroin",1988,"Ages 23-24",0.434
"30 Day","Narcotics Other Than Heroin",1989,"Ages 23-24",0.599
"30 Day","Narcotics Other Than Heroin",1990,"Ages 23-24",0.686
"30 Day","Narcotics Other Than Heroin",1991,"Ages 23-24",0.441
"30 Day","Narcotics Other Than Heroin",1992,"Ages 23-24",0.404
"30 Day","Narcotics Other Than Heroin",1993,"Ages 23-24",0.410
"30 Day","Narcotics Other Than Heroin",1994,"Ages 23-24",0.668
"30 Day","Narcotics Other Than Heroin",1995,"Ages 23-24",0.642
"30 Day","Narcotics Other Than Heroin",1996,"Ages 23-24",0.898
"30 Day","Narcotics Other Than Heroin",1997,"Ages 23-24",0.591
"30 Day","Narcotics Other Than Heroin",1998,"Ages 23-24",0.857
"30 Day","Narcotics Other Than Heroin",1999,"Ages 23-24",1.302
"30 Day","Narcotics Other Than Heroin",2000,"Ages 23-24",1.275
"30 Day","Narcotics Other Than Heroin",2001,"Ages 23-24",1.383
"30 Day","Narcotics Other Than Heroin",2002,"Ages 23-24",2.633
"30 Day","Narcotics Other Than Heroin",2003,"Ages 23-24",3.828
"30 Day","Narcotics Other Than Heroin",2004,"Ages 23-24",2.900
"30 Day","Narcotics Other Than Heroin",2005,"Ages 23-24",2.892
"30 Day","Narcotics Other Than Heroin",2006,"Ages 23-24",3.638
"30 Day","Narcotics Other Than Heroin",2007,"Ages 23-24",3.430
"30 Day","Narcotics Other Than Heroin",2008,"Ages 23-24",4.201
"30 Day","Narcotics Other Than Heroin",2009,"Ages 23-24",3.111
"30 Day","Narcotics Other Than Heroin",2010,"Ages 23-24",3.720
"30 Day","Narcotics Other Than Heroin",2011,"Ages 23-24",3.263
"30 Day","Narcotics Other Than Heroin",2012,"Ages 23-24",3.462
"30 Day","Narcotics Other Than Heroin",2013,"Ages 23-24",3.158
"30 Day","Narcotics Other Than Heroin",2014,"Ages 23-24",2.695
"30 Day","Narcotics Other Than Heroin",2015,"Ages 23-24",2.530
"30 Day","Narcotics Other Than Heroin",2016,"Ages 23-24",2.361
"30 Day","Narcotics Other Than Heroin",2017,"Ages 23-24",0.941
"30 Day","Narcotics Other Than Heroin",2018,"Ages 23-24",0.904
"30 Day","Narcotics Other Than Heroin",2019,"Ages 23-24",0.738
"30 Day","Narcotics Other Than Heroin",2020,"Ages 23-24",0.627
"30 Day","Narcotics Other Than Heroin",2021,"Ages 23-24",0.387
"30 Day","Narcotics Other Than Heroin",2022,"Ages 23-24",1.722
"30 Day","Narcotics Other Than Heroin",1983,"Ages 25-26",1.510
"30 Day","Narcotics Other Than Heroin",1984,"Ages 25-26",0.905
"30 Day","Narcotics Other Than Heroin",1985,"Ages 25-26",0.707
"30 Day","Narcotics Other Than Heroin",1986,"Ages 25-26",1.000
"30 Day","Narcotics Other Than Heroin",1987,"Ages 25-26",1.344
"30 Day","Narcotics Other Than Heroin",1988,"Ages 25-26",0.655
"30 Day","Narcotics Other Than Heroin",1989,"Ages 25-26",0.641
"30 Day","Narcotics Other Than Heroin",1990,"Ages 25-26",0.580
"30 Day","Narcotics Other Than Heroin",1991,"Ages 25-26",0.576
"30 Day","Narcotics Other Than Heroin",1992,"Ages 25-26",0.537
"30 Day","Narcotics Other Than Heroin",1993,"Ages 25-26",0.452
"30 Day","Narcotics Other Than Heroin",1994,"Ages 25-26",0.298
"30 Day","Narcotics Other Than Heroin",1995,"Ages 25-26",0.688
"30 Day","Narcotics Other Than Heroin",1996,"Ages 25-26",0.588
"30 Day","Narcotics Other Than Heroin",1997,"Ages 25-26",0.428
"30 Day","Narcotics Other Than Heroin",1998,"Ages 25-26",0.781
"30 Day","Narcotics Other Than Heroin",1999,"Ages 25-26",1.119
"30 Day","Narcotics Other Than Heroin",2000,"Ages 25-26",0.790
"30 Day","Narcotics Other Than Heroin",2001,"Ages 25-26",0.819
"30 Day","Narcotics Other Than Heroin",2002,"Ages 25-26",1.266
"30 Day","Narcotics Other Than Heroin",2003,"Ages 25-26",1.693
"30 Day","Narcotics Other Than Heroin",2004,"Ages 25-26",2.506
"30 Day","Narcotics Other Than Heroin",2005,"Ages 25-26",4.131
"30 Day","Narcotics Other Than Heroin",2006,"Ages 25-26",2.776
"30 Day","Narcotics Other Than Heroin",2007,"Ages 25-26",3.628
"30 Day","Narcotics Other Than Heroin",2008,"Ages 25-26",3.480
"30 Day","Narcotics Other Than Heroin",2009,"Ages 25-26",4.234
"30 Day","Narcotics Other Than Heroin",2010,"Ages 25-26",3.557
"30 Day","Narcotics Other Than Heroin",2011,"Ages 25-26",3.664
"30 Day","Narcotics Other Than Heroin",2012,"Ages 25-26",3.088
"30 Day","Narcotics Other Than Heroin",2013,"Ages 25-26",2.817
"30 Day","Narcotics Other Than Heroin",2014,"Ages 25-26",2.712
"30 Day","Narcotics Other Than Heroin",2015,"Ages 25-26",1.342
"30 Day","Narcotics Other Than Heroin",2016,"Ages 25-26",2.349
"30 Day","Narcotics Other Than Heroin",2017,"Ages 25-26",0.958
"30 Day","Narcotics Other Than Heroin",2018,"Ages 25-26",0.715
"30 Day","Narcotics Other Than Heroin",2019,"Ages 25-26",1.077
"30 Day","Narcotics Other Than Heroin",2020,"Ages 25-26",1.701
"30 Day","Narcotics Other Than Heroin",2021,"Ages 25-26",0.861
"30 Day","Narcotics Other Than Heroin",2022,"Ages 25-26",0.772
"30 Day","Narcotics Other Than Heroin",1985,"Ages 27-28",1.085
"30 Day","Narcotics Other Than Heroin",1986,"Ages 27-28",0.793
"30 Day","Narcotics Other Than Heroin",1987,"Ages 27-28",0.948
"30 Day","Narcotics Other Than Heroin",1988,"Ages 27-28",0.399
"30 Day","Narcotics Other Than Heroin",1989,"Ages 27-28",0.460
"30 Day","Narcotics Other Than Heroin",1990,"Ages 27-28",0.653
"30 Day","Narcotics Other Than Heroin",1991,"Ages 27-28",0.571
"30 Day","Narcotics Other Than Heroin",1992,"Ages 27-28",0.412
"30 Day","Narcotics Other Than Heroin",1993,"Ages 27-28",0.642
"30 Day","Narcotics Other Than Heroin",1994,"Ages 27-28",0.410
"30 Day","Narcotics Other Than Heroin",1995,"Ages 27-28",0.917
"30 Day","Narcotics Other Than Heroin",1996,"Ages 27-28",0.239
"30 Day","Narcotics Other Than Heroin",1997,"Ages 27-28",0.591
"30 Day","Narcotics Other Than Heroin",1998,"Ages 27-28",0.448
"30 Day","Narcotics Other Than Heroin",1999,"Ages 27-28",0.355
"30 Day","Narcotics Other Than Heroin",2000,"Ages 27-28",0.601
"30 Day","Narcotics Other Than Heroin",2001,"Ages 27-28",1.287
"30 Day","Narcotics Other Than Heroin",2002,"Ages 27-28",1.827
"30 Day","Narcotics Other Than Heroin",2003,"Ages 27-28",2.231
"30 Day","Narcotics Other Than Heroin",2004,"Ages 27-28",2.490
"30 Day","Narcotics Other Than Heroin",2005,"Ages 27-28",2.616
"30 Day","Narcotics Other Than Heroin",2006,"Ages 27-28",2.862
"30 Day","Narcotics Other Than Heroin",2007,"Ages 27-28",3.414
"30 Day","Narcotics Other Than Heroin",2008,"Ages 27-28",4.135
"30 Day","Narcotics Other Than Heroin",2009,"Ages 27-28",3.300
"30 Day","Narcotics Other Than Heroin",2010,"Ages 27-28",3.234
"30 Day","Narcotics Other Than Heroin",2011,"Ages 27-28",3.108
"30 Day","Narcotics Other Than Heroin",2012,"Ages 27-28",2.988
"30 Day","Narcotics Other Than Heroin",2013,"Ages 27-28",2.914
"30 Day","Narcotics Other Than Heroin",2014,"Ages 27-28",3.097
"30 Day","Narcotics Other Than Heroin",2015,"Ages 27-28",2.658
"30 Day","Narcotics Other Than Heroin",2016,"Ages 27-28",3.095
"30 Day","Narcotics Other Than Heroin",2017,"Ages 27-28",1.880
"30 Day","Narcotics Other Than Heroin",2018,"Ages 27-28",1.889
"30 Day","Narcotics Other Than Heroin",2019,"Ages 27-28",1.451
"30 Day","Narcotics Other Than Heroin",2020,"Ages 27-28",0.640
"30 Day","Narcotics Other Than Heroin",2021,"Ages 27-28",1.313
"30 Day","Narcotics Other Than Heroin",2022,"Ages 27-28",0.601
"30 Day","Narcotics Other Than Heroin",1987,"Ages 29-30",1.161
"30 Day","Narcotics Other Than Heroin",1988,"Ages 29-30",0.579
"30 Day","Narcotics Other Than Heroin",1989,"Ages 29-30",0.890
"30 Day","Narcotics Other Than Heroin",1990,"Ages 29-30",0.586
"30 Day","Narcotics Other Than Heroin",1991,"Ages 29-30",0.578
"30 Day","Narcotics Other Than Heroin",1992,"Ages 29-30",0.774
"30 Day","Narcotics Other Than Heroin",1993,"Ages 29-30",0.340
"30 Day","Narcotics Other Than Heroin",1994,"Ages 29-30",0.786
"30 Day","Narcotics Other Than Heroin",1995,"Ages 29-30",0.493
"30 Day","Narcotics Other Than Heroin",1996,"Ages 29-30",0.539
"30 Day","Narcotics Other Than Heroin",1997,"Ages 29-30",0.863
"30 Day","Narcotics Other Than Heroin",1998,"Ages 29-30",0.860
"30 Day","Narcotics Other Than Heroin",1999,"Ages 29-30",0.744
"30 Day","Narcotics Other Than Heroin",2000,"Ages 29-30",0.994
"30 Day","Narcotics Other Than Heroin",2001,"Ages 29-30",0.903
"30 Day","Narcotics Other Than Heroin",2002,"Ages 29-30",1.296
"30 Day","Narcotics Other Than Heroin",2003,"Ages 29-30",2.185
"30 Day","Narcotics Other Than Heroin",2004,"Ages 29-30",2.266
"30 Day","Narcotics Other Than Heroin",2005,"Ages 29-30",2.930
"30 Day","Narcotics Other Than Heroin",2006,"Ages 29-30",2.754
"30 Day","Narcotics Other Than Heroin",2007,"Ages 29-30",3.250
"30 Day","Narcotics Other Than Heroin",2008,"Ages 29-30",3.593
"30 Day","Narcotics Other Than Heroin",2009,"Ages 29-30",4.072
"30 Day","Narcotics Other Than Heroin",2010,"Ages 29-30",3.509
"30 Day","Narcotics Other Than Heroin",2011,"Ages 29-30",2.768
"30 Day","Narcotics Other Than Heroin",2012,"Ages 29-30",2.407
"30 Day","Narcotics Other Than Heroin",2013,"Ages 29-30",2.268
"30 Day","Narcotics Other Than Heroin",2014,"Ages 29-30",2.268
"30 Day","Narcotics Other Than Heroin",2015,"Ages 29-30",1.702
"30 Day","Narcotics Other Than Heroin",2016,"Ages 29-30",1.592
"30 Day","Narcotics Other Than Heroin",2017,"Ages 29-30",1.997
"30 Day","Narcotics Other Than Heroin",2018,"Ages 29-30",0.938
"30 Day","Narcotics Other Than Heroin",2019,"Ages 29-30",1.223
"30 Day","Narcotics Other Than Heroin",2020,"Ages 29-30",1.271
"30 Day","Narcotics Other Than Heroin",2021,"Ages 29-30",1.262
"30 Day","Narcotics Other Than Heroin",2022,"Ages 29-30",0.890
"30 Day","Narcotics Other Than Heroin",1993,"Age 35",0.802
"30 Day","Narcotics Other Than Heroin",1994,"Age 35",0.437
"30 Day","Narcotics Other Than Heroin",1995,"Age 35",0.274
"30 Day","Narcotics Other Than Heroin",1996,"Age 35",0.666
"30 Day","Narcotics Other Than Heroin",1997,"Age 35",0.979
"30 Day","Narcotics Other Than Heroin",1998,"Age 35",0.264
"30 Day","Narcotics Other Than Heroin",1999,"Age 35",0.394
"30 Day","Narcotics Other Than Heroin",2000,"Age 35",0.889
"30 Day","Narcotics Other Than Heroin",2001,"Age 35",0.872
"30 Day","Narcotics Other Than Heroin",2002,"Age 35",1.938
"30 Day","Narcotics Other Than Heroin",2003,"Age 35",0.804
"30 Day","Narcotics Other Than Heroin",2004,"Age 35",1.519
"30 Day","Narcotics Other Than Heroin",2005,"Age 35",1.329
"30 Day","Narcotics Other Than Heroin",2006,"Age 35",2.755
"30 Day","Narcotics Other Than Heroin",2007,"Age 35",1.595
"30 Day","Narcotics Other Than Heroin",2008,"Age 35",2.246
"30 Day","Narcotics Other Than Heroin",2009,"Age 35",2.424
"30 Day","Narcotics Other Than Heroin",2010,"Age 35",2.988
"30 Day","Narcotics Other Than Heroin",2011,"Age 35",2.556
"30 Day","Narcotics Other Than Heroin",2012,"Age 35",1.472
"30 Day","Narcotics Other Than Heroin",2013,"Age 35",3.570
"30 Day","Narcotics Other Than Heroin",2014,"Age 35",2.532
"30 Day","Narcotics Other Than Heroin",2015,"Age 35",2.042
"30 Day","Narcotics Other Than Heroin",2016,"Age 35",2.569
"30 Day","Narcotics Other Than Heroin",2017,"Age 35",1.368
"30 Day","Narcotics Other Than Heroin",2018,"Age 35",1.775
"30 Day","Narcotics Other Than Heroin",2019,"Age 35",1.297
"30 Day","Narcotics Other Than Heroin",2020,"Age 35",1.344
"30 Day","Narcotics Other Than Heroin",2021,"Age 35",1.277
"30 Day","Narcotics Other Than Heroin",2022,"Age 35",1.396
"30 Day","Narcotics Other Than Heroin",1998,"Age 40",0.847
"30 Day","Narcotics Other Than Heroin",1999,"Age 40",0.353
"30 Day","Narcotics Other Than Heroin",2000,"Age 40",0.750
"30 Day","Narcotics Other Than Heroin",2001,"Age 40",0.589
"30 Day","Narcotics Other Than Heroin",2002,"Age 40",1.332
"30 Day","Narcotics Other Than Heroin",2003,"Age 40",0.888
"30 Day","Narcotics Other Than Heroin",2004,"Age 40",1.307
"30 Day","Narcotics Other Than Heroin",2005,"Age 40",1.671
"30 Day","Narcotics Other Than Heroin",2006,"Age 40",1.663
"30 Day","Narcotics Other Than Heroin",2007,"Age 40",2.433
"30 Day","Narcotics Other Than Heroin",2008,"Age 40",1.537
"30 Day","Narcotics Other Than Heroin",2009,"Age 40",1.458
"30 Day","Narcotics Other Than Heroin",2010,"Age 40",2.109
"30 Day","Narcotics Other Than Heroin",2011,"Age 40",2.345
"30 Day","Narcotics Other Than Heroin",2012,"Age 40",1.649
"30 Day","Narcotics Other Than Heroin",2013,"Age 40",1.394
"30 Day","Narcotics Other Than Heroin",2014,"Age 40",1.376
"30 Day","Narcotics Other Than Heroin",2015,"Age 40",1.619
"30 Day","Narcotics Other Than Heroin",2016,"Age 40",2.265
"30 Day","Narcotics Other Than Heroin",2017,"Age 40",1.602
"30 Day","Narcotics Other Than Heroin",2018,"Age 40",1.709
"30 Day","Narcotics Other Than Heroin",2019,"Age 40",1.222
"30 Day","Narcotics Other Than Heroin",2020,"Age 40",1.455
"30 Day","Narcotics Other Than Heroin",2021,"Age 40",1.502
"30 Day","Narcotics Other Than Heroin",2022,"Age 40",1.132
"30 Day","Narcotics Other Than Heroin",2003,"Age 45",1.031
"30 Day","Narcotics Other Than Heroin",2004,"Age 45",1.278
"30 Day","Narcotics Other Than Heroin",2005,"Age 45",1.473
"30 Day","Narcotics Other Than Heroin",2006,"Age 45",1.741
"30 Day","Narcotics Other Than Heroin",2007,"Age 45",1.872
"30 Day","Narcotics Other Than Heroin",2008,"Age 45",1.773
"30 Day","Narcotics Other Than Heroin",2009,"Age 45",1.646
"30 Day","Narcotics Other Than Heroin",2010,"Age 45",2.201
"30 Day","Narcotics Other Than Heroin",2011,"Age 45",2.203
"30 Day","Narcotics Other Than Heroin",2012,"Age 45",1.718
"30 Day","Narcotics Other Than Heroin",2013,"Age 45",1.848
"30 Day","Narcotics Other Than Heroin",2014,"Age 45",1.326
"30 Day","Narcotics Other Than Heroin",2015,"Age 45",0.773
"30 Day","Narcotics Other Than Heroin",2016,"Age 45",1.942
"30 Day","Narcotics Other Than Heroin",2017,"Age 45",1.170
"30 Day","Narcotics Other Than Heroin",2018,"Age 45",1.576
"30 Day","Narcotics Other Than Heroin",2019,"Age 45",0.890
"30 Day","Narcotics Other Than Heroin",2020,"Age 45",0.635
"30 Day","Narcotics Other Than Heroin",2021,"Age 45",0.852
"30 Day","Narcotics Other Than Heroin",2022,"Age 45",1.281
"30 Day","Narcotics Other Than Heroin",2008,"Age 50",1.726
"30 Day","Narcotics Other Than Heroin",2009,"Age 50",1.779
"30 Day","Narcotics Other Than Heroin",2010,"Age 50",1.991
"30 Day","Narcotics Other Than Heroin",2011,"Age 50",1.891
"30 Day","Narcotics Other Than Heroin",2012,"Age 50",2.236
"30 Day","Narcotics Other Than Heroin",2013,"Age 50",1.420
"30 Day","Narcotics Other Than Heroin",2014,"Age 50",1.364
"30 Day","Narcotics Other Than Heroin",2015,"Age 50",2.187
"30 Day","Narcotics Other Than Heroin",2016,"Age 50",1.302
"30 Day","Narcotics Other Than Heroin",2017,"Age 50",0.911
"30 Day","Narcotics Other Than Heroin",2018,"Age 50",2.409
"30 Day","Narcotics Other Than Heroin",2019,"Age 50",1.362
"30 Day","Narcotics Other Than Heroin",2020,"Age 50",0.828
"30 Day","Narcotics Other Than Heroin",2021,"Age 50",1.150
"30 Day","Narcotics Other Than Heroin",2022,"Age 50",1.143
"12 Month","Narcotics Other Than Heroin",1977,"Ages 19-30",4.623
"12 Month","Narcotics Other Than Heroin",1978,"Ages 19-30",4.544
"12 Month","Narcotics Other Than Heroin",1979,"Ages 19-30",4.684
"12 Month","Narcotics Other Than Heroin",1980,"Ages 19-30",5.332
"12 Month","Narcotics Other Than Heroin",1981,"Ages 19-30",4.892
"12 Month","Narcotics Other Than Heroin",1982,"Ages 19-30",4.095
"12 Month","Narcotics Other Than Heroin",1983,"Ages 19-30",3.820
"12 Month","Narcotics Other Than Heroin",1984,"Ages 19-30",3.392
"12 Month","Narcotics Other Than Heroin",1985,"Ages 19-30",3.612
"12 Month","Narcotics Other Than Heroin",1986,"Ages 19-30",3.050
"12 Month","Narcotics Other Than Heroin",1987,"Ages 19-30",3.055
"12 Month","Narcotics Other Than Heroin",1988,"Ages 19-30",2.483
"12 Month","Narcotics Other Than Heroin",1989,"Ages 19-30",2.664
"12 Month","Narcotics Other Than Heroin",1990,"Ages 19-30",2.360
"12 Month","Narcotics Other Than Heroin",1991,"Ages 19-30",2.254
"12 Month","Narcotics Other Than Heroin",1992,"Ages 19-30",2.285
"12 Month","Narcotics Other Than Heroin",1993,"Ages 19-30",2.005
"12 Month","Narcotics Other Than Heroin",1994,"Ages 19-30",2.332
"12 Month","Narcotics Other Than Heroin",1995,"Ages 19-30",2.741
"12 Month","Narcotics Other Than Heroin",1996,"Ages 19-30",2.815
"12 Month","Narcotics Other Than Heroin",1997,"Ages 19-30",3.018
"12 Month","Narcotics Other Than Heroin",1998,"Ages 19-30",3.058
"12 Month","Narcotics Other Than Heroin",1999,"Ages 19-30",3.393
"12 Month","Narcotics Other Than Heroin",2000,"Ages 19-30",3.841
"12 Month","Narcotics Other Than Heroin",2001,"Ages 19-30",4.558
"12 Month","Narcotics Other Than Heroin",2002,"Ages 19-30",5.549
"12 Month","Narcotics Other Than Heroin",2003,"Ages 19-30",7.802
"12 Month","Narcotics Other Than Heroin",2004,"Ages 19-30",8.356
"12 Month","Narcotics Other Than Heroin",2005,"Ages 19-30",8.462
"12 Month","Narcotics Other Than Heroin",2006,"Ages 19-30",8.931
"12 Month","Narcotics Other Than Heroin",2007,"Ages 19-30",8.345
"12 Month","Narcotics Other Than Heroin",2008,"Ages 19-30",9.100
"12 Month","Narcotics Other Than Heroin",2009,"Ages 19-30",8.850
"12 Month","Narcotics Other Than Heroin",2010,"Ages 19-30",9.191
"12 Month","Narcotics Other Than Heroin",2011,"Ages 19-30",8.220
"12 Month","Narcotics Other Than Heroin",2012,"Ages 19-30",7.583
"12 Month","Narcotics Other Than Heroin",2013,"Ages 19-30",7.572
"12 Month","Narcotics Other Than Heroin",2014,"Ages 19-30",6.679
"12 Month","Narcotics Other Than Heroin",2015,"Ages 19-30",5.775
"12 Month","Narcotics Other Than Heroin",2016,"Ages 19-30",5.677
"12 Month","Narcotics Other Than Heroin",2017,"Ages 19-30",4.622
"12 Month","Narcotics Other Than Heroin",2018,"Ages 19-30",3.844
"12 Month","Narcotics Other Than Heroin",2019,"Ages 19-30",3.322
"12 Month","Narcotics Other Than Heroin",2020,"Ages 19-30",2.528
"12 Month","Narcotics Other Than Heroin",2021,"Ages 19-30",2.128
"12 Month","Narcotics Other Than Heroin",2022,"Ages 19-30",1.757
"12 Month","Narcotics Other Than Heroin",1993,"Ages 35-50",2.323
"12 Month","Narcotics Other Than Heroin",1994,"Ages 35-50",1.597
"12 Month","Narcotics Other Than Heroin",1995,"Ages 35-50",1.364
"12 Month","Narcotics Other Than Heroin",1996,"Ages 35-50",1.795
"12 Month","Narcotics Other Than Heroin",1997,"Ages 35-50",1.922
"12 Month","Narcotics Other Than Heroin",1998,"Ages 35-50",1.345
"12 Month","Narcotics Other Than Heroin",1999,"Ages 35-50",1.993
"12 Month","Narcotics Other Than Heroin",2000,"Ages 35-50",1.835
"12 Month","Narcotics Other Than Heroin",2001,"Ages 35-50",1.806
"12 Month","Narcotics Other Than Heroin",2002,"Ages 35-50",3.906
"12 Month","Narcotics Other Than Heroin",2003,"Ages 35-50",2.777
"12 Month","Narcotics Other Than Heroin",2004,"Ages 35-50",3.586
"12 Month","Narcotics Other Than Heroin",2005,"Ages 35-50",3.761
"12 Month","Narcotics Other Than Heroin",2006,"Ages 35-50",4.167
"12 Month","Narcotics Other Than Heroin",2007,"Ages 35-50",4.874
"12 Month","Narcotics Other Than Heroin",2008,"Ages 35-50",4.723
"12 Month","Narcotics Other Than Heroin",2009,"Ages 35-50",4.832
"12 Month","Narcotics Other Than Heroin",2010,"Ages 35-50",5.307
"12 Month","Narcotics Other Than Heroin",2011,"Ages 35-50",4.925
"12 Month","Narcotics Other Than Heroin",2012,"Ages 35-50",4.930
"12 Month","Narcotics Other Than Heroin",2013,"Ages 35-50",4.009
"12 Month","Narcotics Other Than Heroin",2014,"Ages 35-50",4.220
"12 Month","Narcotics Other Than Heroin",2015,"Ages 35-50",4.357
"12 Month","Narcotics Other Than Heroin",2016,"Ages 35-50",4.966
"12 Month","Narcotics Other Than Heroin",2017,"Ages 35-50",4.061
"12 Month","Narcotics Other Than Heroin",2018,"Ages 35-50",4.403
"12 Month","Narcotics Other Than Heroin",2019,"Ages 35-50",3.097
"12 Month","Narcotics Other Than Heroin",2020,"Ages 35-50",2.690
"12 Month","Narcotics Other Than Heroin",2021,"Ages 35-50",3.123
"12 Month","Narcotics Other Than Heroin",2022,"Ages 35-50",3.088
"12 Month","Narcotics Other Than Heroin",1977,"Ages 19-20",4.623
"12 Month","Narcotics Other Than Heroin",1978,"Ages 19-20",4.544
"12 Month","Narcotics Other Than Heroin",1979,"Ages 19-20",4.729
"12 Month","Narcotics Other Than Heroin",1980,"Ages 19-20",5.757
"12 Month","Narcotics Other Than Heroin",1981,"Ages 19-20",5.042
"12 Month","Narcotics Other Than Heroin",1982,"Ages 19-20",4.407
"12 Month","Narcotics Other Than Heroin",1983,"Ages 19-20",4.358
"12 Month","Narcotics Other Than Heroin",1984,"Ages 19-20",4.081
"12 Month","Narcotics Other Than Heroin",1985,"Ages 19-20",3.651
"12 Month","Narcotics Other Than Heroin",1986,"Ages 19-20",4.443
"12 Month","Narcotics Other Than Heroin",1987,"Ages 19-20",3.865
"12 Month","Narcotics Other Than Heroin",1988,"Ages 19-20",3.141
"12 Month","Narcotics Other Than Heroin",1989,"Ages 19-20",2.965
"12 Month","Narcotics Other Than Heroin",1990,"Ages 19-20",3.559
"12 Month","Narcotics Other Than Heroin",1991,"Ages 19-20",3.232
"12 Month","Narcotics Other Than Heroin",1992,"Ages 19-20",2.319
"12 Month","Narcotics Other Than Heroin",1993,"Ages 19-20",2.586
"12 Month","Narcotics Other Than Heroin",1994,"Ages 19-20",2.722
"12 Month","Narcotics Other Than Heroin",1995,"Ages 19-20",4.519
"12 Month","Narcotics Other Than Heroin",1996,"Ages 19-20",4.786
"12 Month","Narcotics Other Than Heroin",1997,"Ages 19-20",4.501
"12 Month","Narcotics Other Than Heroin",1998,"Ages 19-20",4.121
"12 Month","Narcotics Other Than Heroin",1999,"Ages 19-20",5.753
"12 Month","Narcotics Other Than Heroin",2000,"Ages 19-20",6.836
"12 Month","Narcotics Other Than Heroin",2001,"Ages 19-20",7.072
"12 Month","Narcotics Other Than Heroin",2002,"Ages 19-20",7.403
"12 Month","Narcotics Other Than Heroin",2003,"Ages 19-20",10.369
"12 Month","Narcotics Other Than Heroin",2004,"Ages 19-20",10.418
"12 Month","Narcotics Other Than Heroin",2005,"Ages 19-20",9.080
"12 Month","Narcotics Other Than Heroin",2006,"Ages 19-20",8.465
"12 Month","Narcotics Other Than Heroin",2007,"Ages 19-20",8.019
"12 Month","Narcotics Other Than Heroin",2008,"Ages 19-20",8.990
"12 Month","Narcotics Other Than Heroin",2009,"Ages 19-20",6.952
"12 Month","Narcotics Other Than Heroin",2010,"Ages 19-20",8.199
"12 Month","Narcotics Other Than Heroin",2011,"Ages 19-20",8.213
"12 Month","Narcotics Other Than Heroin",2012,"Ages 19-20",6.661
"12 Month","Narcotics Other Than Heroin",2013,"Ages 19-20",8.556
"12 Month","Narcotics Other Than Heroin",2014,"Ages 19-20",5.948
"12 Month","Narcotics Other Than Heroin",2015,"Ages 19-20",4.605
"12 Month","Narcotics Other Than Heroin",2016,"Ages 19-20",4.274
"12 Month","Narcotics Other Than Heroin",2017,"Ages 19-20",3.469
"12 Month","Narcotics Other Than Heroin",2018,"Ages 19-20",2.000
"12 Month","Narcotics Other Than Heroin",2019,"Ages 19-20",1.357
"12 Month","Narcotics Other Than Heroin",2020,"Ages 19-20",1.293
"12 Month","Narcotics Other Than Heroin",2021,"Ages 19-20",1.412
"12 Month","Narcotics Other Than Heroin",2022,"Ages 19-20",1.204
"12 Month","Narcotics Other Than Heroin",1979,"Ages 21-22",4.579
"12 Month","Narcotics Other Than Heroin",1980,"Ages 21-22",4.847
"12 Month","Narcotics Other Than Heroin",1981,"Ages 21-22",4.976
"12 Month","Narcotics Other Than Heroin",1982,"Ages 21-22",3.366
